Name,Brand,Model,Socket,Chipset,Form Factor,Memory Type,RAM Slots,Max RAM,ECC Support,PCIe x16 Slots,PCIe x4 Slots,PCIe x1 Slots,M.2 Ports,M.2 Support,SATA Ports,SATA Express Ports,Audio Chipset,Audio Channels,LAN Chipset,Wireless LAN,Wi-Fi Generation,USB 2.0 Headers,USB 3.2 Gen1 Headers,USB 3.2 Gen2 Headers,USB 3.2 Gen2x2 Headers,SLI Support,CrossFire Support,RAID Support,Back Connect,Release Date,Price,Rating,Reviews,Availability,List_Price,URL,Product_ID,Page
ASRock H570M PRO4,Asrock,H570M PRO490-MXBFR0-A0UAYZ,LGA1200,Intel I219-V,Atx,,4,128 GB,No,1,1,1,3,2280 - M Key (Intel 11th Gen only)2280 - M Key2230 - E Key,4,0,,7.1 Channels,,No,,2,2,0,,No,Yes,Yes,No,"February 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$118,https://pangoly.com/en/product/asrock-h570m-pro4,2e0c76d0-de7c-eb11-8293-12c3a5b6f281,40
ASRock B560M STEEL LEGEND,Asrock,B560M STEEL LEGEND90-MXBFA0-A0UAYZ,LGA1200,Dragon RTL8125BG,Atx,,4,128 GB,No,1,0,2,3,2242 / 2260 / 2280 - M Key2280 - M Key2230 - E Key,6,0,,7.1 Channels,,No,,2,1,1,,No,No,No,No,"February 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$105,https://pangoly.com/en/product/asrock-b560m-steel-legend,06e33477-9f85-eb11-8294-12c3a5b6f281,40
ASRock B560M PRO4/AC,Asrock,B560M PRO4/AC90-MXBG10-A0UAYZ,LGA1200,Intel I219V,Atx,,4,128 GB,No,2,0,1,3,2242 / 2260 / 2280 - M Key (Intel 11th Gen only)2280 - M Key2230 - E Key,6,0,,7.1 Channels,,Yes,5,2,1,0,,No,No,No,No,"February 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$118,https://pangoly.com/en/product/asrock-b560m-pro4-ac,b19594b2-de7c-eb11-8293-12c3a5b6f281,40
ASRock H510M-ITX/AC,Asrock,H510M-ITX/AC90-MXBF30-A0UAYZ,LGA1200,Intel H510,Mini Itx,,2,64 GB,No,1,0,0,1,2280 - M Key,4,0,,,,Yes,5,1,1,0,,No,No,No,No,"February 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$90,https://pangoly.com/en/product/asrock-h510m-itx-ac,ccc188de-de7c-eb11-8293-12c3a5b6f281,40
ASRock H570M-ITX/AC,Asrock,H570M-ITX/AC90-MXBEU0-A0UAYZ,LGA1200,Dragon RTL8125BG,Mini Itx,,2,64 GB,No,1,0,0,3,2280 - M Key (Intel 11th Gen only)2280 - M Key2230 - E Key,4,0,,7.1 Channels,,Yes,5,1,1,0,,No,No,Yes,No,"February 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$143,https://pangoly.com/en/product/asrock-h570m-itx-ac,2c0c76d0-de7c-eb11-8293-12c3a5b6f281,40
ASUS Prime H510M-E,Asus,PRIME H510M-E90MB17E0-M0EAY090MB17E0-M0AAY0,LGA1200,Intel I219-V,Atx,,2,64 GB,No,1,0,2,1,2242 / 2260 / 2280 - M Key,4,0,,7.1 Channels,,No,,2,1,0,,No,No,No,No,"February 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,1,In Stock,$64,https://pangoly.com/en/product/asus-prime-h510m-e,e6d862dd-79ab-eb11-8296-12c3a5b6f281,41
ASUS Prime B560-PLUS,Asus,PRIME B560-PLUS90MB16N0-M0EAY090MB16N0-M0AAY090MB16N0-MVAAY0,LGA1200,Intel I219-V,Atx,,4,128 GB,No,2,0,2,3,2242 / 2260 / 2280 / 22110 - M Key (Intel 11th Gen only)2242 / 2260 / 2280 / 22110 - M Key2230 - E Key,6,0,,7.1 Channels,,No,,2,1,0,,No,No,No,No,"February 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,10,In Stock,$120,https://pangoly.com/en/product/asus-prime-b560-plus,b2622c81-72ab-eb11-8296-12c3a5b6f281,41
ASUS Prime H570M-PLUS/CSM,Asus,prime h570m-plus/csm90MB16W0-M0AAYC,LGA1200,Intel I219-V,Atx,,4,128 GB,No,2,0,1,3,2242 / 2260 / 2280 - M Key (Intel 11th Gen only)2242 / 2260 / 2280 - M Key2230 - E Key,6,0,,7.1 Channels,,No,,2,2,0,,No,No,Yes,No,"February 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,4,In Stock,$130,https://pangoly.com/en/product/asus-prime-h570m-plus-csm,c4c08834-47e6-eb11-829b-12c3a5b6f281,41
ASUS Prime H570-PLUS,Asus,PRIME H570-PLUS90MB16M0-M0EAY090MB16M0-M0AAY0,LGA1200,Intel I219-V,Atx,,4,128 GB,No,2,0,3,3,2242 / 2260 / 2280 / 22110 - M Key (Intel 11th Gen only)2242 / 2260 / 2280 / 22110 - M Key2230 - E Key,6,0,,7.1 Channels,,No,,2,2,0,,No,No,Yes,No,"February 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,3,In Stock,$140,https://pangoly.com/en/product/asus-prime-h570-plus,4aba0f00-7aab-eb11-8296-12c3a5b6f281,41
ASUS ROG Strix B560-A Gaming WiFi,Asus,ROG STRIX B560-A GAMING WIFISTRIX B560-A GAMING WIFI90MB16V0-M0AAY0,LGA1200,Realtek 2.5Gb Ethernet,Atx,,4,128 GB,No,2,0,3,2,2242 / 2260 / 2280 / 22110 - M Key (Intel 11th Gen only)2242 / 2260 / 2280 / 22110 - M Key,6,0,,7.1 Channels,,Yes,6,2,1,0,,No,No,No,No,"February 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,19,In Stock,$180,https://pangoly.com/en/product/asus-rog-strix-b560-a-gaming-wifi,62e5ab5b-7aab-eb11-8296-12c3a5b6f281,41
ASUS TUF Gaming H570-PRO WiFi,Asus,TUF GAMING H570-PRO WIFI90MB16L0-M0EAY090MB16L0-M0AAY0,LGA1200,Realtek 2.5Gb Ethernet,Atx,,4,128 GB,No,2,0,3,3,2242 / 2260 / 2280 - M Key (Intel 11th Gen only)2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 - M Key,6,0,,7.1 Channels,,Yes,6,2,1,0,,No,No,Yes,No,"February 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,7,In Stock,$190,https://pangoly.com/en/product/asus-tuf-gaming-h570-pro-wifi,e7b0634b-47e6-eb11-829b-12c3a5b6f281,41
ASRock Z590 TAICHI,Asrock,Z590 Taichi90-MXBES0-A0UAYZ,LGA1200,Killer E3100G,Atx,,4,128 GB,No,3,0,1,4,2280 - M Key2260 / 2280 - M Key2242 / 2260 / 2280 / 22110 - M Key2230 - E Key,6,0,,7.1 Channels,,Yes,6,2,2,1,,No,Yes,Yes,No,"February 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$349,https://pangoly.com/en/product/asrock-z590-taichi,51f7b349-9f85-eb11-8294-12c3a5b6f281,41
MSI MEG Z590 ACE,Msi,MEG Z590 ACE7D04-001R,LGA1200,Intel I225-V,Atx,,4,128 GB,No,3,0,2,4,2242 / 2260 / 2280 / 22110 - M Key (Intel 11th Gen only)2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key,6,0,,7.1 Channels,,Yes,6,2,1,0,,Yes,Yes,Yes,No,"February 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,5,In Stock,$389,https://pangoly.com/en/product/msi-meg-z590-ace,b9df3f30-7a97-eb11-8295-12c3a5b6f281,41
MSI MEG Z590 GODLIKE,Msi,,,,Atx,,,,,,,,,,,,,,,,,,,,,,,,,,$96,5/5,5,In Stock,$980,https://pangoly.com/en/product/msi-meg-z590-godlike,5498c83a-7aab-eb11-8296-12c3a5b6f281,41
ASRock Z590 Phantom Gaming 4,Asrock,Z590 Phantom Gaming 490-MXBF00-A0UAYZ,LGA1200,Intel I219-V,Atx,,4,128 GB,No,2,0,3,4,2260 / 2280 - M Key (Intel 11th Gen only)2260 / 2280 - M Key2260 / 2280 / 22110 - M Key2230 - E Key,6,0,,7.1 Channels,,No,,2,2,1,,No,Yes,Yes,No,"February 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,4,Out of Stock,$105,https://pangoly.com/en/product/asrock-z590-phantom-gaming-4,ee35dc6e-6dbd-eb11-8297-12c3a5b6f281,41
ASRock Z590 EXTREME WIFI 6E,Asrock,Z590 EXTREME WIFI 6E90-MXBFJ0-A0UAYZ,LGA1200,Dragon RTL8125BG,Atx,,4,128 GB,No,2,0,3,4,2260 / 2280 - M Key (Intel 11th Gen only)2260 / 2280 - M Key2260 / 2280 / 22110 - M Key2230 - E Key,6,0,,7.1 Channels,,Yes,6,2,2,1,,No,Yes,Yes,No,"February 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,3,Out of Stock,$120,https://pangoly.com/en/product/asrock-z590-extreme-wifi-6e,e0e21e09-2180-eb11-8293-12c3a5b6f281,41
ASRock Z590 PG VELOCITA,Asrock,Z590 PG VELOCITA90-MXBEV0-A0UAYZ,LGA1200,Killer E3100G,Atx,,4,128 GB,No,3,0,1,4,2260 / 2280 - M Key (Intel 11th Gen only)2260 / 2280 - M Key2260 / 2280 / 22110 - M Key2230 - E Key,6,0,,7.1 Channels,,Yes,6,1,2,1,,No,Yes,Yes,No,"February 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,4,Out of Stock,$125,https://pangoly.com/en/product/asrock-z590-pg-velocita,be34833e-9f85-eb11-8294-12c3a5b6f281,41
ASRock Z590 EXTREME,Asrock,Z590 EXTREME90-MXBF60-A0UAYZ,LGA1200,Dragon RTL8125BG,Atx,,4,128 GB,No,2,0,3,4,2260 / 2280 - M Key (Intel 11th Gen only)2260 / 2280 - M Key2260 / 2280 / 22110 - M Key2230 - E Key,6,0,,7.1 Channels,,No,,2,2,1,,No,Yes,Yes,No,"February 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,9,Out of Stock,$130,https://pangoly.com/en/product/asrock-z590-extreme,d01a2101-2180-eb11-8293-12c3a5b6f281,42
MSI B560M-A PRO,Msi,B560M-A PRO7D20-002R,LGA1200,Realtek 8125B,Atx,,2,64 GB,No,1,0,2,1,2242 / 2260 / 2280 - M Key,6,0,,7.1 Channels,,No,,2,1,0,,No,No,No,No,"February 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,1,In Stock,$50,https://pangoly.com/en/product/msi-b560m-a-pro,5757c48c-2012-ec11-829c-12c3a5b6f281,42
MSI MAG B560 Tomahawk WiFi,Msi,MAG B560 TOMAHAWK WIFI,LGA1200,Realtek 8125B,Atx,,4,128 GB,No,2,0,1,3,2242 / 2260 / 2280 / 22110 - M Key (Intel 11th Gen only)2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key,6,0,,7.1 Channels,,Yes,6,2,1,0,,No,Yes,No,No,"February 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,3,In Stock,$197,https://pangoly.com/en/product/msi-mag-b560-tomahawk-wifi,b69a071c-7aab-eb11-8296-12c3a5b6f281,42
MSI MPG Z590 Gaming Carbon WiFi,Msi,MPG Z590 GAMING CARBON WIFI7D06-001R,LGA1200,Intel I225-V,Atx,,4,128 GB,No,3,0,2,3,2242 / 2260 / 2280 / 22110 - M Key (Intel 11th Gen only)2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key,6,0,,7.1 Channels,,Yes,6,2,1,0,,No,Yes,Yes,No,"February 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,12,In Stock,$202,https://pangoly.com/en/product/msi-mpg-z590-gaming-carbon-wifi,e4b75477-eddc-eb11-8299-12c3a5b6f281,42
MSI MPG Z590 Gaming Plus,Msi,,,,Atx,,,,,,,,,,,,,,,,,,,,,,,,,,$96,5/5,5,In Stock,$208,https://pangoly.com/en/product/msi-mpg-z590-gaming-plus,15ce1d76-2012-ec11-829c-12c3a5b6f281,42
MAG B560 Torpedo,,MAG B560 TORPEDO,LGA1200,Realtek 8125B,Atx,,4,128 GB,No,2,0,1,3,2242 / 2260 / 2280 / 22110 - M Key (Intel 11th Gen only)2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key,6,0,,7.1 Channels,,No,,2,1,0,,No,Yes,No,No,"February 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,2,In Stock,$216,https://pangoly.com/en/product/mag-b560-torpedo,e2644532-7aab-eb11-8296-12c3a5b6f281,42
MSI H510M-A PRO,Msi,H510M-A PRO,LGA1200,Intel I219-V,Atx,,2,64 GB,No,1,0,1,2,2242 / 2260 / 2280 - M Key2230 - E Key,4,0,,7.1 Channels,,No,,1,1,0,,No,No,No,No,"February 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$80,https://pangoly.com/en/product/msi-h510m-a-pro,7195c86e-7aab-eb11-8296-12c3a5b6f281,42
MSI H510M PRO,Msi,H510M PRO,LGA1200,Intel I219-V,Atx,,2,64 GB,No,1,0,1,1,2242 / 2260 / 2280 - M Key,4,0,,7.1 Channels,,No,,1,1,0,,No,No,No,No,"February 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,1,Out of Stock,$90,https://pangoly.com/en/product/msi-h510m-pro,c2d3be4b-7aab-eb11-8296-12c3a5b6f281,42
MSI Z590-A PRO,Msi,Z590-A PRO7D09-003R,LGA1200,Intel I225-V,Atx,,4,128 GB,No,2,0,2,3,2242 / 2260 / 2280 / 22110 - M Key (Intel 11th Gen only)2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key,6,0,,7.1 Channels,,No,,2,2,0,,No,Yes,Yes,No,"February 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$110,https://pangoly.com/en/product/msi-z590-a-pro,fcda5ac7-9f85-eb11-8294-12c3a5b6f281,42
MSI MAG B560M Mortar WiFi,Msi,MAG B560M MORTAR WIFI,LGA1200,Intel B560,Atx,,4,128 GB,No,2,0,1,2,2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key,6,0,,,,Yes,6,2,1,0,,No,Yes,No,No,"February 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$114,https://pangoly.com/en/product/msi-mag-b560m-mortar-wifi,57eac7b1-1bc5-eb11-8297-12c3a5b6f281,42
MSI H510I PRO WiFi,Msi,H510I PRO WIFI,LGA1200,Intel H510,Mini ITX,,2,64 GB,No,1,0,0,1,2280 - M Key,4,0,,,,Yes,6,1,1,0,,No,No,No,No,"February 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$130,https://pangoly.com/en/product/msi-h510i-pro-wifi,70ef5aee-79ab-eb11-8296-12c3a5b6f281,42
MSI MAG B560M Bazooka,Msi,MAG B560M BAZOOKA,LGA1200,Realtek RTL8125B,Atx,,4,128 GB,No,1,0,2,2,2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key,6,0,,7.1 Channels,,No,,2,1,0,,No,No,No,No,"February 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,8,Out of Stock,$140,https://pangoly.com/en/product/msi-mag-b560m-bazooka,1139df08-7aab-eb11-8296-12c3a5b6f281,42
MSI MAG Z590 Tomahawk WiFi,Msi,MAG Z590 TOMAHAWK WIFI7D08-001R,LGA1200,Intel I225-V,Atx,,4,128 GB,No,2,0,2,3,2242 / 2260 / 2280 / 22110 - M Key (Intel 11th Gen only)2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key,6,0,,7.1 Channels,,Yes,6,2,1,0,,No,Yes,Yes,No,"February 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,9,Out of Stock,$200,https://pangoly.com/en/product/msi-mag-z590-tomahawk-wifi,e04b1964-47e6-eb11-829b-12c3a5b6f281,43
ASRock B560M-HDV,Asrock,B560M-HDV90-MXBF50-A0UAYZ,LGA1200,Intel I219V,Atx,,2,64 GB,No,1,0,2,2,2260 / 2280 - M Key (Intel 11th Gen only)2260 / 2280 - M Key,4,0,,7.1 Channels,,No,,2,1,0,,No,No,No,No,"February 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,8,Out of Stock,$80,https://pangoly.com/en/product/asrock-b560m-hdv,7b64b28f-2180-eb11-8293-12c3a5b6f281,43
ASRock B560M PRO4,Asrock,B560M PRO490-MXBEL0-A0UAYZ,LGA1200,Intel I219V,Atx,,4,128 GB,No,2,0,1,3,2242 / 2260 / 2280 - M Key (Intel 11th Gen only)2280 - M Key2230 - E Key,6,0,,7.1 Channels,,No,,2,1,0,,No,Yes,No,No,"February 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,8,Out of Stock,$100,https://pangoly.com/en/product/asrock-b560m-pro4,913023c2-df7c-eb11-8293-12c3a5b6f281,43
ASRock B560 STEEL LEGEND,Asrock,B560 STEEL LEGEND90-MXBFD0-A0UAYZ,LGA1200,Dragon RTL8125BG,Atx,,4,128 GB,No,2,0,2,3,2260 / 2280 - M Key (Intel 11th Gen only)2260 / 2280 - M Key2260 / 2280 / 22110 - M Key,6,0,,7.1 Channels,,No,,1,1,1,,No,No,No,No,"February 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,3,Out of Stock,$145,https://pangoly.com/en/product/asrock-b560-steel-legend,a1c43ec6-de7c-eb11-8293-12c3a5b6f281,43
GIGABYTE Z590 AORUS ELITE,Gigabyte,Z590 AORUS ELITE,LGA1200,Realtek 2.5GbE LAN chip,Atx,,4,128 GB,No,2,0,1,3,2260 / 2280 / 22110 - M Key2260 / 2280 / 22110 - M Key2260 / 2280 / 22110 - M Key (Intel 11th Gen only),6,0,,7.1 Channels,,No,,2,1,0,,No,Yes,Yes,No,"February 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,2,In Stock,$157,https://pangoly.com/en/product/gigabyte-z590-aorus-elite,0fc8ec93-de7c-eb11-8293-12c3a5b6f281,43
GIGABYTE Z590 AORUS PRO AX,Gigabyte,Z590 AORUS PRO AX,LGA1200,Intel 2.5GbE LAN chip,Atx,,4,128 GB,No,3,0,0,4,2242 / 2260 / 2280 - M Key2260 / 2280 / 22110 - M Key2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 / 22110 - M Key (Intel 11th Gen only),6,0,,7.1 Channels,,Yes,6,2,1,0,,No,Yes,Yes,No,"February 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$296,https://pangoly.com/en/product/gigabyte-z590-aorus-pro-ax,d11be7a2-de7c-eb11-8293-12c3a5b6f281,43
GIGABYTE Z590 AORUS MASTER,Gigabyte,Z590 AORUS MASTER,LGA1200,Aquantia 10GbE LAN chip,Atx,,4,128 GB,No,3,0,0,3,2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 / 22110 - M Key (Intel 11th Gen only),6,0,,7.1 Channels,,Yes,6,2,2,0,,No,Yes,Yes,No,"February 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$390,https://pangoly.com/en/product/gigabyte-z590-aorus-master,57b5fbab-de7c-eb11-8293-12c3a5b6f281,43
ASUS Prime Z590-P,Asus,PRIME Z590-P90MB16I0-MVAAY090MB16I0-M0AAY0,LGA1200,Realtek 2.5Gb Ethernet,Atx,,4,128 GB,No,2,0,2,4,2242 / 2260 / 2280 / 22110 - M Key (Intel 11th Gen only)2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 / 22110 - M Key2230 - E Key,4,0,,7.1 Channels,,No,,2,1,0,,No,No,Yes,No,"February 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,5,In Stock,$160,https://pangoly.com/en/product/asus-prime-z590-p,4774576c-2180-eb11-8293-12c3a5b6f281,43
ASUS PRIME Z590M-PLUS,Asus,PRIME Z590M-PLUS90MB1690-M0AAY0,LGA1200,Intel I219-V,Atx,,4,128 GB,No,2,0,2,4,2242 / 2260 / 2280 - M Key (Intel 11th Gen only)2242 / 2260 / 2280 - M Key2260 / 2280 - M Key2230 - E Key,5,0,,7.1 Channels,,No,,2,2,0,,No,No,Yes,No,"February 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,2,In Stock,$175,https://pangoly.com/en/product/asus-prime-z590m-plus,8347b4b9-df7c-eb11-8293-12c3a5b6f281,43
ASUS ROG STRIX Z590-I GAMING WIFI,Asus,ROG STRIX Z590-I GAMING WIFI90MB1680-M0AAY0,LGA1200,Intel I225-V,Mini ITX,,2,64 GB,No,1,0,0,2,2242 / 2260 / 2280 - M Key (Intel 11th Gen only)2242 / 2260 / 2280 - M Key,4,0,,7.1 Channels,,Yes,6,1,1,0,,No,No,Yes,No,"February 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,1,In Stock,$370,https://pangoly.com/en/product/asus-rog-strix-z590-i-gaming-wifi,eb469e7e-df7c-eb11-8293-12c3a5b6f281,43
Gigabyte Z590 AORUS ELITE AX,Gigabyte,Z590 AORUS ELITE AX,LGA1200,Realtek 2.5GbE LAN chip,Atx,,4,128 GB,No,2,0,1,3,2260 / 2280 / 22110 - M Key2260 / 2280 / 22110 - M Key2260 / 2280 / 22110 - M Key (Intel 11th Gen only),6,0,,7.1 Channels,,Yes,6,2,1,0,,No,Yes,Yes,No,"February 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,1,In Stock,$350,https://pangoly.com/en/product/gigabyte-z590-aorus-elite-ax,11c8ec93-de7c-eb11-8293-12c3a5b6f281,43
GIGABYTE Z590 UD AC,Gigabyte,Z590 UD AC,LGA1200,Realtek 2.5GbE LAN chip,Atx,,4,128 GB,No,2,0,2,3,2260 / 2280 / 22110 - M Key (Intel 11th Gen only)2260 / 2280 / 22110 - M Key2260 / 2280 / 22110 - M Key,5,0,,7.1 Channels,,Yes,5,2,1,0,,No,Yes,Yes,No,"February 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$270,https://pangoly.com/en/product/gigabyte-z590-ud-ac,d8a30488-de7c-eb11-8293-12c3a5b6f281,43
MSI MPG Z590 GAMING FORCE,Msi,MPG Z590 GAMING FORCE7D06-003R,LGA1200,Intel I225-V,Atx,,4,128 GB,No,3,0,2,3,2242 / 2260 / 2280 / 22110 - M Key (Intel 11th Gen only)2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key,6,0,,7.1 Channels,,No,,2,1,0,,No,Yes,Yes,No,"February 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,8,Out of Stock,$120,https://pangoly.com/en/product/msi-mpg-z590-gaming-force,cea7ceb4-7997-eb11-8295-12c3a5b6f281,44
MSI Z590 PRO WIFI,Msi,Z590 PRO WIFI7D09-001R,LGA1200,Intel I225-V,Atx,,4,128 GB,No,2,0,2,3,2242 / 2260 / 2280 / 22110 - M Key (Intel 11th Gen only)2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key,6,0,,7.1 Channels,,Yes,6,2,2,0,,No,Yes,Yes,No,"February 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,1,Out of Stock,$190,https://pangoly.com/en/product/msi-z590-pro-wifi,7d2175d0-9f85-eb11-8294-12c3a5b6f281,44
Colorful CVN X570M GAMING PRO V14,Colorful,CVN X570M GAMING PRO V14,AM4,X570,Atx,,4,128 GB,No,2,0,1,2,2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key,6,0,,8 Channels,,No,,2,1,0,,No,Yes,Yes,No,"January 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Availability not specified,Price not found,https://pangoly.com/en/product/colorful-cvn-x570m-gaming-pro-v14,63c9a5e2-df7c-eb11-8293-12c3a5b6f281,44
Colorful CVN B460I GAMING FROZEN V20,Colorful,CVN B460I GAMING FROZEN V20,LGA1200,Intel B460,Mini ITX,,2,64 GB,No,1,0,0,1,2242 / 2280 - M Key,4,0,,6 Channels,,No,,1,1,0,,No,No,Yes,No,"January 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Availability not specified,Price not found,https://pangoly.com/en/product/colorful-cvn-b460i-gaming-frozen-v20,2fae82d9-9f85-eb11-8294-12c3a5b6f281,44
ASUS TUF GAMING Z590-PLUS WIFI,Asus,TUF GAMING Z590-PLUS WIFI90MB16C0-M0AAY0,LGA1200,Intel I225-V 2.5Gb Ethernet,Atx,,4,128 GB,No,2,0,2,3,2242 / 2260 / 2280 / 22110 - M Key (Intel 11th Gen only)2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 - M Key,6,0,,7.1 Channels,,Yes,6,2,1,0,,No,No,Yes,No,"January 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,6,In Stock,$199,https://pangoly.com/en/product/asus-tuf-gaming-z590-plus-wifi,371c048b-df7c-eb11-8293-12c3a5b6f281,44
ASUS PRIME Z590-A,Asus,PRIME Z590-A90MB16D0-M0AAY0,LGA1200,Intel I225-V 2.5Gb Ethernet,Atx,,4,128 GB,No,3,1,0,3,2242 / 2260 / 2280 / 22110 - M Key (Intel 11th Gen only)2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 22110 - M Key,6,0,,7.1 Channels,,No,,2,1,0,,No,No,Yes,No,"January 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,8,In Stock,$199,https://pangoly.com/en/product/asus-prime-z590-a,3a109da9-df7c-eb11-8293-12c3a5b6f281,44
ASUS ROG Maximus XIII Hero (WiFi 6E),Asus,ROG MAXIMUS XIII HERO90MB15X0-M0EAY090MB15X0-M0AAY090MB15X0-MVAAY0,LGA1200,2 x Intel I225-V 2.5Gb Ethernet,Atx,,4,128 GB,No,3,0,1,4,2242 / 2260 / 2280 / 22110 - M Key (Intel 11th Gen only)2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 - M Key2242 / 2260 / 2280 / 22110 - M Key,6,0,,7.1 Channels,,Yes,6,2,2,1,,Yes,No,Yes,No,"January 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,17,In Stock,$301,https://pangoly.com/en/product/asus-rog-maximus-xiii-hero-wifi-6e,4e81a455-2180-eb11-8293-12c3a5b6f281,44
ASUS ROG STRIX Z590-E GAMING WIFI,Asus,ROG STRIX Z590-E GAMING WIFI90MB1640-M0AAY090MB1640-MVAAY0,LGA1200,2 x Intel I225-V 2.5Gb Ethernet,Atx,,4,128 GB,No,3,0,1,4,2242 / 2260 / 2280 / 22110 - M Key (Intel 11th Gen only)2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 / 22110 - M Key2242 / 2260 / 2280 - M Key,6,0,,7.1 Channels,,Yes,6,2,1,1,,Yes,No,Yes,No,"January 2021* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,16,In Stock,$249,https://pangoly.com/en/product/asus-rog-strix-z590-e-gaming-wifi,ea092265-df7c-eb11-8293-12c3a5b6f281,44
