Name,Brand,Model,Cores,Threads,Base Clock,Turbo Clock,Socket,TDP,L3 Cache,Process,Integrated Graphics,Cooler Included,Seller,Seller_Product_URL,Availability,Price
AMD Ryzen 3 3200G OEM,AMD,YD3200C5M4MFH,4.0,4.0,3600.0,4000.0,AM4,65.0,4.0,12 nm,Radeon Vega 8,No,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIASGMJ205618%26ignorebbr%3d1,Out of Stock,129.99
AMD Ryzen 3 3300X124th / 575,AMD,100-100000159BOX,4.0,8.0,4.3,4300.0,AM4,65.0,16.0,7 nm,,Yes,B&H Photo Video,https://www.bhphotovideo.com/c/product/1558666-REG/amd_ryzen_3_3300x_quad_core.html/BI/21936/KBID/28297,Out of Stock,119.99
AMD Ryzen 3 3300X124th / 575,AMD,100-100000159BOX,4.0,8.0,4.3,4300.0,AM4,65.0,16.0,7 nm,,Yes,Adorama,https://adorama.rfvk.net/c/2632153/1175784/1036?prodsku=AMD101159BOX&u=https%3A%2F%2Fwww.adorama.com%2Famd101159box.html&intsrc=CATF_9102,Out of Stock,129.0
AMD Ryzen 3 3300X124th / 575,AMD,100-100000159BOX,4.0,8.0,4.3,4300.0,AM4,65.0,16.0,7 nm,,Yes,Newegg,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16819113648%26ignorebbr%3d1,Out of Stock,149.99
AMD Ryzen 3 3300X124th / 575,AMD,100-100000159BOX,4.0,8.0,4.3,4300.0,AM4,65.0,16.0,7 nm,,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIBGW3KHH3257%26ignorebbr%3d1,Out of Stock,132.47
AMD Ryzen 3 4100152nd / 575,AMD,100-100000510BOX,4.0,8.0,4.0,4000.0,AM4,65.0,6.0,7 nm,,Yes,B&H Photo Video,https://www.bhphotovideo.com/c/product/1695221-REG/amd_100_100000510box_ryzen_3_4100_3_5.html/BI/21936/KBID/28297,In Stock,58.0
AMD Ryzen 3 4100152nd / 575,AMD,100-100000510BOX,4.0,8.0,4.0,4000.0,AM4,65.0,6.0,7 nm,,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIC2KAKMJ2479%26ignorebbr%3d1,In Stock,66.26
AMD Ryzen 3 4100152nd / 575,AMD,100-100000510BOX,4.0,8.0,4.0,4000.0,AM4,65.0,6.0,7 nm,,Yes,Amazon.com,https://www.amazon.com/dp/B09VCRQVWM?tag=pangoly0b-20,In Stock,76.99
AMD Ryzen 3 4100152nd / 575,AMD,100-100000510BOX,4.0,8.0,4.0,4000.0,AM4,65.0,6.0,7 nm,,Yes,BestBuy,https://bestbuy.7tiv.net/c/2632153/2711001/10014?prodsku=11069749&u=https%3A%2F%2Fwww.bestbuy.com%2Fproduct%2Famd-ryzen-3-4100-quad-core-4-core-3-80-ghz-processor-4-mb-l3-cache-2-mb-l2-cache-64-bit-processing-4-ghz%2FJXKQHH5C9P&intsrc=CATF_21610,In Stock,118.25
AMD Ryzen 3 4100152nd / 575,AMD,100-100000510BOX,4.0,8.0,4.0,4000.0,AM4,65.0,6.0,7 nm,,Yes,Newegg,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16819113739%26ignorebbr%3d1,In Stock,118.0
AMD Ryzen 5 1400,AMD,YD1400BBAEBOX,4.0,8.0,3200.0,3400.0,AM4,65.0,8.0,14 nm,,Yes,Adorama,https://adorama.rfvk.net/c/2632153/29622/1036?prodsku=AMD1400BAEBX&u=https%3A%2F%2Fwww.adorama.com%2FAMD1400BAEBX.html&intsrc=CATF_230,Out of Stock,254.99
AMD Ryzen 5 1400,AMD,YD1400BBAEBOX,4.0,8.0,3200.0,3400.0,AM4,65.0,8.0,14 nm,,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIBKYEK6R4717%26ignorebbr%3d1,Out of Stock,396.2
AMD Ryzen 5 1500X204th / 575,AMD,YD150XBBAEBOX,4.0,8.0,3500.0,3700.0,AM4,65.0,16.0,14 nm,,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIA4RECG96837%26ignorebbr%3d1,Out of Stock,45.26
AMD Ryzen 5 1600199th / 575,AMD,YD1600BBAEBOX,6.0,12.0,3200.0,3600.0,AM4,65.0,16.0,14 nm,,Yes,Amazon.com,https://www.amazon.com/dp/B06XNRQHG4?tag=pangoly0b-20,In Stock,86.44
AMD Ryzen 5 1600 AF,AMD,YD1600BBAFBOX,6.0,12.0,3200.0,3600.0,AM4,65.0,16.0,12 nm,,Yes,Amazon.com,https://www.amazon.com/dp/B07XTQZJ28?tag=pangoly0b-20,In Stock,110.0
AMD Ryzen 5 1600X185th / 575,AMD,YD160XBCAEWOF,6.0,12.0,3600.0,4000.0,AM4,95.0,16.0,14 nm,,No,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIBMM4KCC6149%26ignorebbr%3d1,Out of Stock,68.4
AMD Ryzen 5 1600X185th / 575,AMD,YD160XBCAEWOF,6.0,12.0,3600.0,4000.0,AM4,95.0,16.0,14 nm,,No,B&H Photo Video,https://www.bhphotovideo.com/c/product/1327899-REG/amd_yd160xbcaewof_ryzen_5_1600x_3_6.html/BI/21936/KBID/28297,Out of Stock,189.99
AMD Ryzen 5 2400G186th / 575,AMD,YD2400C5FBBOX,4.0,8.0,3600.0,3.9,TYPE,65.0,4.0,14 nm,Radeon Vega 11,Yes,Amazon.com,https://www.amazon.com/dp/B079D8FD28?tag=pangoly0b-20,In Stock,135.98
AMD Ryzen 5 2400G OEM,AMD,YD2400C5M4MFB,4.0,8.0,3600.0,3900.0,TYPE,65.0,4.0,14 nm,Radeon Vega 11,No,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIBGW3KGA7729%26ignorebbr%3d1,In Stock,92.53
AMD Ryzen 5 2600190th / 575,AMD,YD2600BBAFBOXYD260XBCAFBOX,6.0,12.0,3400.0,3.9,AM4,65.0,19.0,12 nm,,Yes,Amazon.com,https://www.amazon.com/dp/B07B41WS48?tag=pangoly0b-20,In Stock,99.99
AMD Ryzen 5 2600190th / 575,AMD,YD2600BBAFBOXYD260XBCAFBOX,6.0,12.0,3400.0,3.9,AM4,65.0,19.0,12 nm,,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIBGW3KHH2949%26ignorebbr%3d1,Out of Stock,267.27
AMD Ryzen 5 2600 OEM,AMD,YD2600BBM6IAF,6.0,12.0,3.4,3900.0,AM4,65.0,3.0,12 nm,,No,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIBGW3KGA7725%26ignorebbr%3d1,In Stock,111.93
AMD Ryzen 5 2600X168th / 575,AMD,YD260XBCAFBOX,6.0,12.0,3600.0,4.2,AM4,95.0,19.0,12 nm,,Yes,Newegg,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16819113497%26ignorebbr%3d1,Out of Stock,179.99
AMD Ryzen 5 3400G173rd / 575,AMD,YD3400C5FHBOX,4.0,8.0,4.2,4200.0,AM4,65.0,6.0,7 nm,Radeon Vega 11,Yes,Amazon.com,https://www.amazon.com/dp/B07SXNDKNM?tag=pangoly0b-20,Out of Stock,89.99
AMD Ryzen 5 3400G173rd / 575,AMD,YD3400C5FHBOX,4.0,8.0,4.2,4200.0,AM4,65.0,6.0,7 nm,Radeon Vega 11,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIBGW3KHH2895%26ignorebbr%3d1,In Stock,129.66
AMD Ryzen 5 3400G OEM,AMD,YD3400C5M4MFH,4.0,8.0,3700.0,4200.0,AM4,65.0,4.0,12 nm,Radeon Vega 11,No,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIASGMJH88487%26ignorebbr%3d1,Out of Stock,227.99
AMD Ryzen 5 3500,AMD,100-100000050BOX100-000000050,6.0,6.0,3.6,4100.0,TYPE,65.0,3.0,7 nm,,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIA2W0HRJ1953%26ignorebbr%3d1,Out of Stock,85.99
AMD Ryzen 5 3500X142nd / 575,AMD,100-000000158100-100000158CBX,6.0,6.0,3600.0,4.1,AM4,65.0,32.0,7 nm,,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIBGW3KH07056%26ignorebbr%3d1,In Stock,173.58
AMD Ryzen 5 3600135th / 575,AMD,100-100000031BOX,6.0,12.0,4.2,4200.0,AM4,65.0,35.0,7 nm,,Yes,Amazon.com,https://www.amazon.com/dp/B07STGGQ18?tag=pangoly0b-20,In Stock,72.98
AMD Ryzen 5 3600135th / 575,AMD,100-100000031BOX,6.0,12.0,4.2,4200.0,AM4,65.0,35.0,7 nm,,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIC2GUKMA9291%26ignorebbr%3d1,Out of Stock,95.0
AMD Ryzen 5 3600 OEM,AMD,100-000000031100-100000031MPK,6.0,12.0,3600.0,4200.0,AM4,65.0,32.0,7 nm,,No,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIBGW3KGA7738%26ignorebbr%3d1,In Stock,76.49
AMD Ryzen 5 3600X117th / 575,AMD,100-100000022BOXRyzen 5 3600X,6.0,12.0,4.4,4400.0,AM4,95.0,35.0,7 nm,,Yes,Amazon.com,https://www.amazon.com/dp/B07SQBFN2D?tag=pangoly0b-20,In Stock,99.99
AMD Ryzen 5 3600X117th / 575,AMD,100-100000022BOXRyzen 5 3600X,6.0,12.0,4.4,4400.0,AM4,95.0,35.0,7 nm,,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIBMNFKHH1317%26ignorebbr%3d1,Out of Stock,167.0
AMD Ryzen 5 3600X OEM,AMD,100-000000022,6.0,12.0,3800.0,4400.0,AM4,95.0,32.0,7 nm,,No,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIBGW3KFA6963%26ignorebbr%3d1,In Stock,72.33
AMD Ryzen 5 3600XT110th / 575,AMD,100-100000281BOX,6.0,12.0,4.5,4500.0,AM4,95.0,35.0,7 nm,,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIBGW3KHH3247%26ignorebbr%3d1,In Stock,704.57
AMD Ryzen 5 4500,AMD,100-100000644BOX,6.0,12.0,3600.0,4.1,AM4,65.0,8.0,7 nm,,Yes,Amazon.com,https://www.amazon.com/dp/B09VCJN7HZ?tag=pangoly0b-20,In Stock,49.99
AMD Ryzen 5 4500,AMD,100-100000644BOX,6.0,12.0,3600.0,4.1,AM4,65.0,8.0,7 nm,,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIC2H2KM69670%26ignorebbr%3d1,In Stock,59.88
AMD Ryzen 5 4500,AMD,100-100000644BOX,6.0,12.0,3600.0,4.1,AM4,65.0,8.0,7 nm,,Yes,Newegg,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16819113738%26ignorebbr%3d1,In Stock,68.0
AMD Ryzen 5 4500,AMD,100-100000644BOX,6.0,12.0,3600.0,4.1,AM4,65.0,8.0,7 nm,,Yes,B&H Photo Video,https://www.bhphotovideo.com/c/product/1695220-REG/amd_100_100000644box_ryzen_5_4500_3_5.html/BI/21936/KBID/28297,In Stock,68.0
AMD Ryzen 5 4500,AMD,100-100000644BOX,6.0,12.0,3600.0,4.1,AM4,65.0,8.0,7 nm,,Yes,BestBuy,https://bestbuy.7tiv.net/c/2632153/2711001/10014?prodsku=10677337&u=https%3A%2F%2Fwww.bestbuy.com%2Fproduct%2Famd-ryzen-5-4500-6-core-12-thread-3-6-ghz-4-1-ghz-max-boost-socket-am4-unlocked-desktop-processor-black%2FJXKQHH5CRR&intsrc=CATF_21610,Out of Stock,148.61
AMD Ryzen 5 4600G135th / 575,AMD,100-100000147BOX,6.0,12.0,3700.0,4200.0,AM4,65.0,8.0,7 nm,Radeon Vega 7,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIBWFCKNK4829%26ignorebbr%3d1,In Stock,199.0
AMD Ryzen 5 5500102nd / 575,AMD,100-100000457BOX,6.0,12.0,4.2,4200.0,AM4,65.0,19.0,7 nm,,Yes,Amazon.com,https://www.amazon.com/dp/B09VCJ171S?tag=pangoly0b-20,In Stock,75.0
AMD Ryzen 5 5500102nd / 575,AMD,100-100000457BOX,6.0,12.0,4.2,4200.0,AM4,65.0,19.0,7 nm,,Yes,B&H Photo Video,https://www.bhphotovideo.com/c/product/1695218-REG/amd_100_100000457box_ryzen_5_5500_3_6.html/BI/21936/KBID/28297,In Stock,75.0
AMD Ryzen 5 5500102nd / 575,AMD,100-100000457BOX,6.0,12.0,4.2,4200.0,AM4,65.0,19.0,7 nm,,Yes,Newegg,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16819113737%26ignorebbr%3d1,In Stock,87.0
AMD Ryzen 5 5500102nd / 575,AMD,100-100000457BOX,6.0,12.0,4.2,4200.0,AM4,65.0,19.0,7 nm,,Yes,BestBuy,https://bestbuy.7tiv.net/c/2632153/2711001/10014?prodsku=11013331&u=https%3A%2F%2Fwww.bestbuy.com%2Fproduct%2Famd-ryzen-5-5500-6-core-12-thread-3-6-ghz-4-2-ghz-max-boost-socket-am4-unlocked-desktop-processor-black%2FJXKQHH5CR4&intsrc=CATF_21610,Out of Stock,92.49
AMD Ryzen 5 5500GT,AMD,100-100001489BOX,6.0,12.0,3.6,4400.0,AM4,65.0,16.0,7 nm,Radeon Vega 7,Yes,Newegg,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16819113817%26ignorebbr%3d1,In Stock,125.0
AMD Ryzen 5 5500GT,AMD,100-100001489BOX,6.0,12.0,3.6,4400.0,AM4,65.0,16.0,7 nm,Radeon Vega 7,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIASGMK524047%26ignorebbr%3d1,Out of Stock,129.99
AMD Ryzen 5 5500GT,AMD,100-100001489BOX,6.0,12.0,3.6,4400.0,AM4,65.0,16.0,7 nm,Radeon Vega 7,Yes,BestBuy,https://bestbuy.7tiv.net/c/2632153/2711001/10014?prodsku=11053651&u=https%3A%2F%2Fwww.bestbuy.com%2Fproduct%2Famd-ryzen-5-5500gt-6-core-12-thread-3-6-ghz-4-4-ghz-max-boost-socket-am4-unlocked-desktop-processor-silver%2FJXKQHH53HQ&intsrc=CATF_21610,Out of Stock,154.88
AMD Ryzen 5 560096th / 575,AMD,100-100000927BOX,6.0,12.0,4.4,4400.0,AM4,65.0,35.0,7 nm,,Yes,Newegg,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16819113736%26ignorebbr%3d1,Out of Stock,114.99
AMD Ryzen 5 560096th / 575,AMD,100-100000927BOX,6.0,12.0,4.4,4400.0,AM4,65.0,35.0,7 nm,,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIBWFCKNK4016%26ignorebbr%3d1,In Stock,127.46
AMD Ryzen 5 560096th / 575,AMD,100-100000927BOX,6.0,12.0,4.4,4400.0,AM4,65.0,35.0,7 nm,,Yes,Amazon.com,https://www.amazon.com/dp/B09VCHR1VH?tag=pangoly0b-20,In Stock,139.95
AMD Ryzen 5 5600G96th / 575,AMD,100-100000252BOX,6.0,12.0,4.4,4400.0,AM4,65.0,16.0,7 nm,Radeon Vega 7,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIBWFCKNK3302%26ignorebbr%3d1,In Stock,142.49
AMD Ryzen 5 5600G96th / 575,AMD,100-100000252BOX,6.0,12.0,4.4,4400.0,AM4,65.0,16.0,7 nm,Radeon Vega 7,Yes,Amazon.com,https://www.amazon.com/dp/B092L9GF5N?tag=pangoly0b-20,In Stock,159.75
AMD Ryzen 5 5600G96th / 575,AMD,100-100000252BOX,6.0,12.0,4.4,4400.0,AM4,65.0,16.0,7 nm,Radeon Vega 7,Yes,B&H Photo Video,https://www.bhphotovideo.com/c/product/1646532-REG/amd_ryzen_5_5600g_3_9.html/BI/21936/KBID/28297,In Stock,289.99
AMD Ryzen 5 5600GT,AMD,100-100001488BOX,6.0,12.0,3.6,4600.0,AM4,65.0,16.0,7 nm,Radeon Vega 7,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIASGMKCA0732%26ignorebbr%3d1,In Stock,149.69
AMD Ryzen 5 5600GT,AMD,100-100001488BOX,6.0,12.0,3.6,4600.0,AM4,65.0,16.0,7 nm,Radeon Vega 7,Yes,B&H Photo Video,https://www.bhphotovideo.com/c/product/1805355-REG/amd_100_100001488box_amd_ryzen_5_5600gt.html/BI/21936/KBID/28297,In Stock,149.99
AMD Ryzen 5 5600X88th / 575,AMD,100-100000065BOX,6.0,12.0,4.6,4600.0,AM4,65.0,35.0,7 nm,,Yes,BestBuy,https://bestbuy.7tiv.net/c/2632153/2711001/10014?prodsku=6438943&u=https%3A%2F%2Fwww.bestbuy.com%2Fproduct%2Famd-ryzen-5-5600x-4th-gen-6-core-12-threads-unlocked-desktop-processor-with-wraith-stealth-cooler-black%2FJXKQHH4V8T&intsrc=CATF_21610,Out of Stock,149.0
AMD Ryzen 5 5600X88th / 575,AMD,100-100000065BOX,6.0,12.0,4.6,4600.0,AM4,65.0,35.0,7 nm,,Yes,Amazon.com,https://www.amazon.com/dp/B08166SLDF?tag=pangoly0b-20,Out of Stock,183.0
AMD Ryzen 5 5600X88th / 575,AMD,100-100000065BOX,6.0,12.0,4.6,4600.0,AM4,65.0,35.0,7 nm,,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIA0ZXDH59040%26ignorebbr%3d1,Out of Stock,191.63
AMD Ryzen 5 5600X88th / 575,AMD,100-100000065BOX,6.0,12.0,4.6,4600.0,AM4,65.0,35.0,7 nm,,Yes,B&H Photo Video,https://www.bhphotovideo.com/c/product/1598377-REG/amd_100_100000065box_ryzen_5_5600x_3_7.html/BI/21936/KBID/28297,In Stock,299.0
AMD Ryzen 5 5600X88th / 575,AMD,100-100000065BOX,6.0,12.0,4.6,4600.0,AM4,65.0,35.0,7 nm,,Yes,Newegg,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16819113666%26ignorebbr%3d1,Out of Stock,319.0
AMD Ryzen 5 7400F,AMD,100-00001845100-000001845,6.0,12.0,3700.0,4700.0,AM5,65.0,32.0,5 nm,,No,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIASGMKDS4128%26ignorebbr%3d1,Out of Stock,149.99
AMD Ryzen 5 7500F63rd / 575,AMD,100-100000597BOX100-100000597MPK100-000000597,6.0,12.0,3700.0,5000.0,AM5,65.0,32.0,5 nm,,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIBGW3KFV9683%26ignorebbr%3d1,Out of Stock,143.11
AMD Ryzen 5 760059th / 575,AMD,100-000001015BOX,6.0,12.0,5.2,5100.0,AM5,65.0,38.0,5 nm,Radeon,Yes,Amazon.com,https://www.amazon.com/dp/B0BMQJWBDM?tag=pangoly0b-20,In Stock,184.97
AMD Ryzen 5 760059th / 575,AMD,100-000001015BOX,6.0,12.0,5.2,5100.0,AM5,65.0,38.0,5 nm,Radeon,Yes,Newegg,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16819113787%26ignorebbr%3d1,In Stock,184.97
AMD Ryzen 5 760059th / 575,AMD,100-000001015BOX,6.0,12.0,5.2,5100.0,AM5,65.0,38.0,5 nm,Radeon,Yes,B&H Photo Video,https://www.bhphotovideo.com/c/product/1741657-REG/amd_100_100001015box_ryzen_5_7600_six_core.html/BI/21936/KBID/28297,In Stock,189.99
AMD Ryzen 5 760059th / 575,AMD,100-000001015BOX,6.0,12.0,5.2,5100.0,AM5,65.0,38.0,5 nm,Radeon,Yes,BestBuy,https://bestbuy.7tiv.net/c/2632153/2711001/10014?prodsku=11013364&u=https%3A%2F%2Fwww.bestbuy.com%2Fproduct%2Famd-ryzen-5-7600-6-core-12-thread-4-0-ghz-5-2-ghz-max-boost-socket-am5-unlocked-desktop-processor-silver%2FJXKQHH52G5&intsrc=CATF_21610,Out of Stock,196.49
AMD Ryzen 5 7600X51st / 575,AMD,100-100000593WOF,6.0,12.0,5.3,5300.0,AM5,105.0,38.0,5 nm,Radeon,No,Amazon.com,https://www.amazon.com/dp/B0BBJDS62N?tag=pangoly0b-20,In Stock,179.97
AMD Ryzen 5 7600X51st / 575,AMD,100-100000593WOF,6.0,12.0,5.3,5300.0,AM5,105.0,38.0,5 nm,Radeon,No,B&H Photo Video,https://www.bhphotovideo.com/c/product/1723471-REG/amd_100_100000593wof_ryzen_5_7600x_six_core.html/BI/21936/KBID/28297,In Stock,179.99
AMD Ryzen 5 7600X51st / 575,AMD,100-100000593WOF,6.0,12.0,5.3,5300.0,AM5,105.0,38.0,5 nm,Radeon,No,Newegg,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3dN82E16819113770%26ignorebbr%3d1,In Stock,179.99
AMD Ryzen 5 7600X51st / 575,AMD,100-100000593WOF,6.0,12.0,5.3,5300.0,AM5,105.0,38.0,5 nm,Radeon,No,Walmart,https://goto.walmart.com/c/2632153/1285387/9383?prodsku=1693068603&u=https%3A%2F%2Fwww.walmart.com%2Fip%2FAMD-Ryzen-5-7600X-6-Core-4-7-GHz-Socket-AM5-105W-Desktop-Processor-100-100000593WOF%2F1693068603&intsrc=CATF_9768,In Stock,185.0
AMD Ryzen 5 7600X51st / 575,AMD,100-100000593WOF,6.0,12.0,5.3,5300.0,AM5,105.0,38.0,5 nm,Radeon,No,BestBuy,https://bestbuy.7tiv.net/c/2632153/2711001/10014?prodsku=10102012&u=https%3A%2F%2Fwww.bestbuy.com%2Fproduct%2Famd-ryzen-5-7600x-6-core-12-thread-4-7ghz-5-3-ghz-max-boost-socket-am5-unlocked-desktop-processor-silver%2FJXKQHH52CT&intsrc=CATF_21610,Out of Stock,342.43
AMD Ryzen 5 8400F,AMD,100-100001591BOXAMD Ryzen 5 8400F,6.0,12.0,4.7,4700.0,AM5,65.0,16.0,4 nm,,Yes,Amazon.com,https://www.amazon.com/dp/B0D2JD6P86?tag=pangoly0b-20,In Stock,174.41
AMD Ryzen 5 8400F,AMD,100-100001591BOXAMD Ryzen 5 8400F,6.0,12.0,4.7,4700.0,AM5,65.0,16.0,4 nm,,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIAD7HK9K9822%26ignorebbr%3d1,Out of Stock,203.99
AMD Ryzen 5 8500G,AMD,100-100000931BOX,6.0,12.0,4100.0,5000.0,AM5,65.0,16.0,4 nm,Radeon 740M,Yes,Amazon.com,https://www.amazon.com/dp/B0CQ4JV8D5?tag=pangoly0b-20,In Stock,158.9
AMD Ryzen 5 8500G,AMD,100-100000931BOX,6.0,12.0,4100.0,5000.0,AM5,65.0,16.0,4 nm,Radeon 740M,Yes,Newegg Sellers,https://click.linksynergy.com/deeplink?id=nwUw4CS3F2g&mid=44583&murl=https%3a%2f%2fwww.newegg.com%2fProduct%2fProduct.aspx%3fItem%3d9SIA24GKBD4137%26ignorebbr%3d1,In Stock,159.99
