Name,Brand,GPU Brand,GPU Series,GPU Chipset,Model,Memory Size,Memory Type,Base Clock,Boost Clock,TDP,Interface,Length,Cooling Type,Power Connectors,SLI Support,CrossFire Support,DisplayPort,HDMI,G-SYNC Support,FreeSync Support,Expansion Slots,Release Date,Price,Rating,Reviews,Availability,List_Price,URL,Product_ID,Page
GIGABYTE GeForce RTX 4070 Ti GAMING OC V2 12G11th / 101,Gigabyte,NVIDIA,RTX 4070,,,,,,,,,,,,,,,,,,,,$96,5/5,1,Out of Stock,$770,https://pangoly.com/en/product/gigabyte-geforce-rtx-4070-ti-gaming-oc-v2-12g,57c507fa-1ce3-43ab-eb07-08dbf343826c,40
MSI GeForce RTX 4070 Ventus 3X E 12G OC22nd / 101,Msi,NVIDIA,RTX 4070,GeForce RTX 4070,GeForce RTX 4070 VENTUS 3X E 12G OCRTX 4070 VENTUS 3X E 12G OC,12 GB,GDDR6X,1920 MHz,2520 MHz,200 W,PCIe x16,308 mm,3 Fans,1 PCIe 8-pin,No,No,3,1,Yes,No,2,"August 2023* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Availability not specified,Price not found,https://pangoly.com/en/product/msi-geforce-rtx-4070-ventus-3x-e-12g-oc,d338e311-25b9-4bb1-714a-08dbe10f86aa,40
ASUS Dual GeForce RTX 4060 OC White Edition48th / 101,Asus,NVIDIA,RTX 4060,,,,,,,,,,,,,,,,,,,,$96,5/5,3,Out of Stock,$300,https://pangoly.com/en/product/asus-dual-geforce-rtx-4060-oc-white-edition,b11c5b73-5b64-4ece-eb13-08dbf343826c,40
ZOTAC GeForce RTX 4060 8GB Twin Edge OC48th / 101,Zotac,NVIDIA,RTX 4060,GeForce RTX 4060,ZT-D40600H-10M,8 GB,GDDR6,1830 MHz,2475 MHz,115 W,PCIe x16,221 mm,2 Fans,1 PCIe 8-pin,No,No,3,1,Yes,No,2,"July 2023* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,1,In Stock,$390,https://pangoly.com/en/product/zotac-geforce-rtx-4060-8gb-twin-edge-oc,286bdb67-a5de-4c24-eb1a-08dbf343826c,40
ASUS ProArt GeForce RTX 4060 Ti 16GB OC Edition29th / 101,Asus,NVIDIA,RTX 4060,GeForce RTX 4060 Ti,PROART-RTX4060TI-O16G90YV0JH2-M0NA00,16 GB,GDDR6,2310 MHz,2685 MHz,165 W,PCIe x16,300 mm,3 Fans,1 PCIe 8-pin,No,No,3,1,Yes,No,2,"July 2023* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$450,https://pangoly.com/en/product/asus-proart-geforce-rtx-4060-ti-16gb-oc-edition,29f873e4-2154-46cd-3e5a-08db9072ab57,40
ASUS TUF Gaming GeForce RTX 4090 OG Edition2nd / 101,Asus,NVIDIA,RTX 4090,GeForce RTX 4090,TUF-RTX4090-24G-OG-GAMING90YV0IY2-M0NA00,24 GB,GDDR6X,2235 MHz,2550 MHz,450 W,PCIe x16,326 mm,3 Fans,1 PCIe 16-pin,No,No,3,2,Yes,No,2,"July 2023* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$1720,https://pangoly.com/en/product/asus-tuf-gaming-geforce-rtx-4090-og-edition,64150c40-fc1c-4758-eb27-08dbf343826c,40
ASUS ROG Strix GeForce RTX 4060 Ti OC Edition 16GB29th / 101,Asus,NVIDIA,RTX 4060,GeForce RTX 4060 Ti,ROG-STRIX-RTX4060TI-O16G-GAMING90YV0JI0-M0AA00,16 GB,GDDR6,2310 MHz,2745 MHz,165 W,PCIe x16,311 mm,3 Fans,1 PCIe 8-pin,No,No,3,1,Yes,No,2,"July 2023* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$570,https://pangoly.com/en/product/asus-rog-strix-geforce-rtx-4060-ti-oc-edition-16gb,5c5614af-ce60-4984-3e5d-08db9072ab57,40
ZOTAC GeForce RTX 4060 Ti 16GB AMP Spider-Man29th / 101,Zotac,NVIDIA,RTX 4060,GeForce RTX 4060 Ti,ZT-D40620F-10SMP,16 GB,GDDR6,2310 MHz,2595 MHz,165 W,PCIe x16,225.5 mm,2 Fans,1 PCIe 8-pin,No,No,3,1,Yes,No,2,"July 2023* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,1,Out of Stock,$430,https://pangoly.com/en/product/zotac-geforce-rtx-4060-ti-16gb-amp-spider-man,54507251-b4e1-438f-3e5c-08db9072ab57,40
ASUS Dual GeForce RTX 4060 Ti 16GB OC Edition29th / 101,Asus,NVIDIA,RTX 4060,,,,,,,,,,,,,,,,,,,,$96,5/5,4,Out of Stock,$499,https://pangoly.com/en/product/asus-dual-geforce-rtx-4060-ti-16gb-oc-edition,7512be75-cf36-468a-eb14-08dbf343826c,41
Gigabyte GeForce RTX 4060 Ti AERO OC 16G29th / 101,Gigabyte,NVIDIA,RTX 4060,GeForce RTX 4060 Ti,GV-N406TAERO OC-16GD,16 GB,GDDR6,2310 MHz,2595 MHz,165 W,PCIe x16,281 mm,3 Fans,1 PCIe 8-pin,No,No,3,1,Yes,No,2,"July 2023* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$515,https://pangoly.com/en/product/gigabyte-geforce-rtx-4060-ti-aero-oc-16g,f744ca7e-71b8-4c77-3e5b-08db9072ab57,41
ASUS ROG Strix LC GeForce RTX 4090 Gaming2nd / 101,Asus,NVIDIA,RTX 4090,GeForce RTX 4090,ROG-STRIX-LC-RTX4090-24G-GAMING90YV0IY1-M0NA0090YV0IY1-M0AA00,24 GB,GDDR6X,2235 MHz,2550 MHz,450 W,PCIe x16,293 mm,240 mm Radiator + 1 Fan,1 PCIe 16-pin,No,No,3,2,Yes,No,2,"July 2023* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$2150,https://pangoly.com/en/product/asus-rog-strix-lc-geforce-rtx-4090-gaming,c7f2356e-6248-4caf-3e60-08db9072ab57,41
GIGABYTE GeForce RTX 4060 Ti WINDFORCE OC 8G34th / 101,Gigabyte,NVIDIA,RTX 4060,,,,,,,,,,,,,,,,,,,,$96,5/5,1,In Stock,$551,https://pangoly.com/en/product/gigabyte-geforce-rtx-4060-ti-windforce-oc-8g,7cc92c66-0bbd-4eb5-eb16-08dbf343826c,41
PNY GeForce RTX 4060 8GB XLR8 Gaming Verto RGB ...48th / 101,Pny,NVIDIA,RTX 4060,,,,,,,,,,,,,,,,,,,,$96,5/5,0,In Stock,$340,https://pangoly.com/en/product/pny-geforce-rtx-4060-8gb-xlr8-gaming-verto-rgb-triple-fan,d5464c33-2433-43fb-643f-08db7b8f1023,41
ZOTAC GeForce RTX 4060 8GB Twin Edge OC White E...48th / 101,Zotac,NVIDIA,RTX 4060,GeForce RTX 4060,ZT-D40600Q-10M,8 GB,GDDR6,1830 MHz,2490 MHz,115 W,PCIe x16,221 mm,2 Fans,1 PCIe 8-pin,No,No,3,1,Yes,No,2,"June 2023* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$399,https://pangoly.com/en/product/zotac-geforce-rtx-4060-8gb-twin-edge-oc-white-edition,a975c3c8-96e0-4275-643b-08db7b8f1023,41
Gigabyte GeForce RTX 4060 WINDFORCE OC48th / 101,Gigabyte,NVIDIA,RTX 4060,GeForce RTX 4060,GV-N4060WF2OC-8GD,8 GB,GDDR6,1830 MHz,2475 MHz,115 W,PCIe x16,192 mm,2 Fans,1 PCIe 8-pin,No,No,2,2,Yes,No,2,"June 2023* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$400,https://pangoly.com/en/product/gigabyte-geforce-rtx-4060-windforce-oc,a209433e-f36b-1410-8bb8-003fe7c988bc,41
MSI GeForce RTX 4060 VENTUS 2X BLACK 8G OC48th / 101,Msi,NVIDIA,RTX 4060,GeForce RTX 4060,RTX 4060 VENTUS 2X BLACK 8G OCGeForce RTX 4060 VENTUS 2X BLACK 8G OC912-V516-004,8 GB,GDDR6,1830 MHz,2505 MHz,115 W,PCIe x16,199 mm,2 Fans,1 PCIe 8-pin,No,No,3,1,Yes,No,2,"June 2023* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$400,https://pangoly.com/en/product/msi-geforce-rtx-4060-ventus-2x-black-8g-oc,9fa92734-dae5-4e81-6438-08db7b8f1023,41
Gigabyte GeForce RTX 4060 EAGLE OC48th / 101,Gigabyte,NVIDIA,RTX 4060,GeForce RTX 4060,GV-N4060EAGLE OC-8GD,8 GB,GDDR6,1830 MHz,-,115 W,PCIe x16,272 mm,3 Fans,1 PCIe 8-pin,No,No,2,2,Yes,No,2,"June 2023* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$430,https://pangoly.com/en/product/gigabyte-geforce-rtx-4060-eagle-oc,dc09433e-f36b-1410-8bb8-003fe7c988bc,41
ASUS ROG Strix GeForce RTX 4060 OC Edition48th / 101,Asus,NVIDIA,RTX 4060,GeForce RTX 4060,rog-strix-rtx4060-o8g-gaming90YV0JB0-M0NA0090YV0JB0-M0AA0090YV0JB0-MVAA00,8 GB,GDDR6,1830 MHz,2700 MHz,115 W,PCIe x16,311 mm,3 Fans,1 PCIe 8-pin,No,No,3,1,Yes,No,2,"June 2023* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$430,https://pangoly.com/en/product/asus-rog-strix-geforce-rtx-4060-oc-edition,4fe0b56a-b2af-4a6d-643a-08db7b8f1023,41
Gigabyte GeForce RTX 4060 GAMING OC48th / 101,Gigabyte,NVIDIA,RTX 4060,GeForce RTX 4060,GV-N4060GAMING OC-8GD,8 GB,GDDR6,1830 MHz,2550 MHz,115 W,PCIe x16,281 mm,3 Fans,1 PCIe 8-pin,No,No,2,2,Yes,No,2,"June 2023* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,1,In Stock,$480,https://pangoly.com/en/product/gigabyte-geforce-rtx-4060-gaming-oc,8909433e-f36b-1410-8bb8-003fe7c988bc,41
Gigabyte GeForce RTX 4060 AERO OC48th / 101,Gigabyte,NVIDIA,RTX 4060,GeForce RTX 4060,GV-N4060AERO OC-8GD,8 GB,GDDR6,1830 MHz,2550 MHz,115 W,PCIe x16,281 mm,3 Fans,1 PCIe 8-pin,No,No,2,2,Yes,No,2,"June 2023* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$490,https://pangoly.com/en/product/gigabyte-geforce-rtx-4060-aero-oc,bc09433e-f36b-1410-8bb8-003fe7c988bc,41
ZOTAC GeForce RTX 4060 8GB SOLO48th / 101,Zotac,NVIDIA,RTX 4060,GeForce RTX 4060,ZT-D40600G-10L,8 GB,GDDR6,1830 MHz,2460 MHz,115 W,PCIe x16,163 mm,1 Fan,1 PCIe 8-pin,No,No,3,1,Yes,No,2,"June 2023* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$280,https://pangoly.com/en/product/zotac-geforce-rtx-4060-8gb-solo,0f7e01ad-cf79-485e-643d-08db7b8f1023,42
MSI GeForce RTX 4060 VENTUS 2X BLACK 8G48th / 101,Msi,NVIDIA,RTX 4060,GeForce RTX 4060,RTX 4060 VENTUS 2X BLACK 8GGeForce RTX 4060 VENTUS 2X BLACK 8G,8 GB,GDDR6,1830 MHz,2475 MHz,115 W,PCIe x16,199 mm,2 Fans,1 PCIe 8-pin,No,No,3,1,Yes,No,2,"June 2023* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$300,https://pangoly.com/en/product/msi-geforce-rtx-4060-ventus-2x-black-8g,b93a433e-f36b-1410-8bb9-003fe7c988bc,42
ZOTAC GeForce RTX 4060 8GB OC Spider-Man48th / 101,Zotac,NVIDIA,RTX 4060,GeForce RTX 4060,ZT-D40600P-10SMP,8 GB,GDDR6,1830 MHz,2475 MHz,115 W,PCIe x16,222 mm,2 Fans,1 PCIe 8-pin,No,No,3,1,Yes,No,2,"June 2023* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$300,https://pangoly.com/en/product/zotac-geforce-rtx-4060-8gb-oc-spider-man,0c7a5907-7ee0-4e89-6439-08db7b8f1023,42
PNY GeForce RTX 4060 8GB Verto Dual Fan48th / 101,Pny,NVIDIA,RTX 4060,,,,,,,,,,,,,,,,,,,,$96,5/5,0,Out of Stock,$300,https://pangoly.com/en/product/pny-geforce-rtx-4060-8gb-verto-dual-fan,ea2a605d-76b2-4e4b-643e-08db7b8f1023,42
MSI RTX 4060 GAMING X 8G48th / 101,Msi,NVIDIA,RTX 4060,GeForce RTX 4060,RTX 4060 GAMING X 8G,8 GB,GDDR6,1830 MHz,2610 MHz,115 W,PCIe x16,247 mm,2 Fans,1 PCIe 8-pin,No,No,3,1,Yes,No,2,"June 2023* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$306,https://pangoly.com/en/product/msi-rtx-4060-gaming-x-8g,a53a433e-f36b-1410-8bb9-003fe7c988bc,42
ASUS Dual GeForce RTX 4060 OC Edition48th / 101,Asus,NVIDIA,RTX 4060,GeForce RTX 4060,DUAL-RTX4060-O8G,8 GB,GDDR6,1830 MHz,2535 MHz,115 W,PCIe x16,227 mm,2 Fans,1 PCIe 8-pin,No,No,3,1,Yes,No,2,"June 2023* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$309,https://pangoly.com/en/product/asus-dual-geforce-rtx-4060-oc-edition,a6f1f237-c8e0-4917-6436-08db7b8f1023,42
PNY GeForce RTX 4060 8GB XLR8 Gaming VERTO EPIC...48th / 101,Pny,NVIDIA,RTX 4060,GeForce RTX 4060,VCG40608TFXXPB1-O,8 GB,GDDR6,1830 MHz,2505 MHz,115 W,PCIe x16,260 mm,3 Fans,1 PCIe 8-pin,No,No,3,1,Yes,No,2,"June 2023* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$320,https://pangoly.com/en/product/pny-geforce-rtx-4060-8gb-xlr8-gaming-verto-epic-x-rgb-overclocked,e73a433e-f36b-1410-8bb9-003fe7c988bc,42
MSI GeForce RTX 4060 GAMING 8G48th / 101,Msi,NVIDIA,RTX 4060,GeForce RTX 4060,RTX 4060 GAMING 8G,8 GB,GDDR6,1830 MHz,2475 MHz,115 W,PCIe x16,247 mm,2 Fans,1 PCIe 8-pin,No,No,3,1,Yes,No,2,"June 2023* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$320,https://pangoly.com/en/product/msi-geforce-rtx-4060-gaming-8g,ce3a433e-f36b-1410-8bb9-003fe7c988bc,42
Gigabyte AORUS GeForce RTX 4060 ELITE48th / 101,Gigabyte,NVIDIA,RTX 4060,GeForce RTX 4060,GV-N4060AORUS E-8GD,8 GB,GDDR6,1830 MHz,2640 MHz,115 W,PCIe x16,299 mm,3 Fans,1 PCIe 8-pin,No,No,2,2,Yes,No,2,"June 2023* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$330,https://pangoly.com/en/product/gigabyte-aorus-geforce-rtx-4060-elite,6b09433e-f36b-1410-8bb8-003fe7c988bc,42
GIGABYTE GeForce RTX 4090 WINDFORCE V2 24G2nd / 101,Gigabyte,NVIDIA,RTX 4090,,,,,,,,,,,,,,,,,,,,$96,5/5,0,Out of Stock,$1780,https://pangoly.com/en/product/gigabyte-geforce-rtx-4090-windforce-v2-24g,cf55eb64-6ff0-4f17-eb25-08dbf343826c,42
ASUS ROG Strix LC GeForce RTX 4090 OC Edition2nd / 101,Asus,NVIDIA,RTX 4090,,,,,,,,,,,,,,,,,,,,$96,5/5,4,In Stock,$2200,https://pangoly.com/en/product/asus-rog-strix-lc-geforce-rtx-4090-oc-edition,03be79c5-6aa7-4137-3e5f-08db9072ab57,42
ASUS TUF Gaming GeForce RTX 4090 OG OC Edition2nd / 101,Asus,NVIDIA,RTX 4090,GeForce RTX 4090,TUF-RTX4090-O24G-OG-GAMING90YV0IY3-M0NA00,24 GB,GDDR6X,2235 MHz,2595 MHz,450 W,PCIe x16,326 mm,3 Fans,1 PCIe 16-pin,No,No,3,2,Yes,No,2,"June 2023* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$3150,https://pangoly.com/en/product/asus-tuf-gaming-geforce-rtx-4090-og-oc-edition,7322b3a1-66fa-4f45-3e5e-08db9072ab57,42
ASUS ROG Strix GeForce RTX 4060 Ti OC Edition34th / 101,Asus,NVIDIA,RTX 4060,,,,,,,,,,,,,,,,,,,,$96,5/5,1,In Stock,$490,https://pangoly.com/en/product/asus-rog-strix-geforce-rtx-4060-ti-oc-edition,e7de0ea8-4ca0-4567-eb1c-08dbf343826c,43
ASUS Dual GeForce RTX 4060 Ti OC Edition White34th / 101,Asus,NVIDIA,RTX 4060,GeForce RTX 4060 Ti 8GB,DUAL-RTX4060TI-O8G-WHITE,8 GB,GDDR6,2310 MHz,2595 MHz,165 W,PCIe x16,227 mm,2 Fans,1 PCIe 8-pin,No,No,3,1,Yes,No,2,"June 2023* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$579,https://pangoly.com/en/product/asus-dual-geforce-rtx-4060-ti-oc-edition-white,8c88e316-310f-48fd-6435-08db7b8f1023,43
ASUS TUF Gaming GeForce RTX 4060 Ti34th / 101,Asus,NVIDIA,RTX 4060,GeForce RTX 4060 Ti 8GB,TUF-RTX4060TI-8G-GAMING,8 GB,GDDR6,2310 MHz,2565 MHz,165 W,PCIe x16,300 mm,3 Fans,1 PCIe 8-pin,No,No,3,1,Yes,No,2,"June 2023* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$423,https://pangoly.com/en/product/asus-tuf-gaming-geforce-rtx-4060-ti,8fef9e87-a035-4351-643c-08db7b8f1023,43
Powercolor Fighter Radeon RX 760046th / 101,Powercolor,AMD,RX 7600,Radeon RX 7600,RX7600 8G-F,8 GB,GDDR6,1720 MHz,2655 MHz,165 W,PCIe x16,212 mm,2 Fans,1 PCIe 8-pin,No,No,3,1,No,Yes,2,"May 2023* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$240,https://pangoly.com/en/product/powercolor-fighter-radeon-rx-7600,eda21f66-9667-4473-66f2-08db5eb0371f,43
XFX SPEEDSTER SWFT 210 Radeon RX 7600 Core Edition46th / 101,Xfx,AMD,RX 7600,Radeon RX 7600,RX-76PSWFTFY,8 GB,GDDR6,1875 MHz,2655 MHz,165 W,PCIe x16,241 mm,2 Fans,1 PCIe 8-pin,No,No,3,1,No,Yes,2,"May 2023* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,4,In Stock,$250,https://pangoly.com/en/product/xfx-speedster-swft-210-radeon-rx-7600-core-edition,54dd80d8-7d7f-48a4-66f3-08db5eb0371f,43
ASRock Radeon RX 7600 Challenger 8GB OC46th / 101,,AMD,RX 7600,Radeon RX 7600,RX7600 CL 8GORX 7600 CL 8GO,8 GB,GDDR6,1720 MHz,2695 MHz,165 W,PCIe x16,269 mm,2 Fans,1 PCIe 8-pin,No,No,1,1,No,Yes,2,"May 2023* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$250,https://pangoly.com/en/product/asrock-radeon-rx-7600-challenger-8gb-oc,f50a433e-f36b-1410-8bb8-003fe7c988bc,43
Gigabyte Radeon RX 7600 Gaming OC 8G46th / 101,Gigabyte,AMD,RX 7600,Radeon RX 7600,GV-R76GAMING OC-8GDRX 7600 GAMING OC 8GRadeon RX 7600 GAMING OC 8G,8 GB,GDDR6,1720 MHz,2755 MHz,165 W,PCIe x16,282 mm,3 Fans,1 PCIe 8-pin,No,No,2,2,No,Yes,2,"May 2023* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$315,https://pangoly.com/en/product/gigabyte-radeon-rx-7600-gaming-oc-8g,d70a433e-f36b-1410-8bb8-003fe7c988bc,43
ASUS Radeon RX 7600 ROG STRIX OC Edition46th / 101,Asus,AMD,RX 7600,Radeon RX 7600,ROG-STRIX-RX7600-O8G-GAMING90YV0IH0-M0AA00,8 GB,GDDR6,1720 MHz,2755 MHz,165 W,PCIe x16,281 mm,2 Fans,1 PCIe 8-pin,No,No,3,1,No,Yes,2,"May 2023* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$340,https://pangoly.com/en/product/asus-radeon-rx-7600-rog-strix-oc-edition,ff0a433e-f36b-1410-8bb8-003fe7c988bc,43
XFX Speedster QICK308 Radeon RX 7600 Black Edition46th / 101,Xfx,AMD,RX 7600,Radeon RX 7600,RX-76PQICKBY,8 GB,GDDR6,1875 MHz,2755 MHz,165 W,PCIe x16,274 mm,3 Fans,1 PCIe 8-pin,No,No,3,1,No,Yes,2,"May 2023* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$356,https://pangoly.com/en/product/xfx-speedster-qick308-radeon-rx-7600-black-edition,7871cf29-2f1b-4420-66f1-08db5eb0371f,43
Sapphire Pulse Radeon RX 760046th / 101,Sapphire,AMD,RX 7600,Radeon RX 7600,11324-01-20G,8 GB,GDDR6,1720 MHz,2755 MHz,185 W,PCIe x16,240 mm,2 Fans,1 PCIe 8-pin,No,No,3,1,No,Yes,2,"May 2023* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$468,https://pangoly.com/en/product/sapphire-pulse-radeon-rx-7600,df8d4994-dcc1-490f-66ef-08db5eb0371f,43
ASUS Dual Radeon RX 7600 V2 OC Edition46th / 101,Asus,AMD,RX 7600,,,,,,,,,,,,,,,,,,,,$96,5/5,1,In Stock,$859,https://pangoly.com/en/product/asus-dual-radeon-rx-7600-v2-oc-edition,1a0b433e-f36b-1410-8bb8-003fe7c988bc,43
MSI Radeon RX 7600 MECH 2X CLASSIC 8G OC46th / 101,Msi,AMD,RX 7600,Radeon RX 7600,RX 7600 MECH 2X CLASSIC 8G OCRadeon RX 7600 MECH 2X CLASSIC 8G OC,8 GB,GDDR6,1720 MHz,2695 MHz,165 W,PCIe x16,235 mm,2 Fans,1 PCIe 8-pin,No,No,3,1,No,Yes,2,"May 2023* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$243,https://pangoly.com/en/product/msi-radeon-rx-7600-mech-2x-classic-8g-oc,3a2e5641-9ddc-4934-66f0-08db5eb0371f,43
ASUS Dual Radeon RX 7600 OC Edition46th / 101,Asus,AMD,RX 7600,Radeon RX 7600,DUAL-RX7600-O8G,8 GB,GDDR6,1720 MHz,2745 MHz,165 W,PCIe x16,245 mm,2 Fans,1 PCIe 8-pin,No,No,3,1,No,Yes,2,"May 2023* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$275,https://pangoly.com/en/product/asus-dual-radeon-rx-7600-oc-edition,7685b3a1-9600-44bf-66f4-08db5eb0371f,44
PowerColor Hellhound Radeon RX 760046th / 101,Powercolor,AMD,RX 7600,Radeon RX 7600,RX7600 8G-L/OC,8 GB,GDDR6,1720 MHz,2655 MHz,165 W,PCIe x16,223 mm,2 Fans,1 PCIe 8-pin,No,No,3,1,No,Yes,2,"May 2023* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$280,https://pangoly.com/en/product/powercolor-hellhound-radeon-rx-7600,b0fc0db3-ce95-49a9-66f5-08db5eb0371f,44
ASRock Radeon RX 7600 Phantom Gaming 8GB OC46th / 101,,AMD,RX 7600,Radeon RX 7600,RX7600 PG 8GORX 7600 PG 8GO,8 GB,GDDR6,1720 MHz,2755 MHz,165 W,PCIe x16,305 mm,3 Fans,1 PCIe 8-pin,No,No,3,1,No,Yes,2,"May 2023* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,1,Out of Stock,$290,https://pangoly.com/en/product/asrock-radeon-rx-7600-phantom-gaming-8gb-oc,0f0b433e-f36b-1410-8bb8-003fe7c988bc,44
ASRock Radeon RX 7600 Steel Legend 8GB OC46th / 101,,AMD,RX 7600,Radeon RX 7600,RX7600 SL 8GO,8 GB,GDDR6,1720 MHz,2725 MHz,165 W,PCIe x16,303 mm,3 Fans,1 PCIe 8-pin,No,No,3,1,No,Yes,2,"May 2023* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$290,https://pangoly.com/en/product/asrock-radeon-rx-7600-steel-legend-8gb-oc,e90a433e-f36b-1410-8bb8-003fe7c988bc,44
ASUS Dual GeForce RTX 4060 Ti OC Edition34th / 101,Asus,NVIDIA,RTX 4060,,,,,,,,,,,,,,,,,,,,$96,5/5,6,In Stock,$500,https://pangoly.com/en/product/asus-dual-geforce-rtx-4060-ti-oc-edition,2d2d5cc2-88bf-43f9-6434-08db7b8f1023,44
ASUS TUF Gaming GeForce RTX 4060 Ti OC Edition34th / 101,Asus,NVIDIA,RTX 4060,,,,,,,,,,,,,,,,,,,,$96,5/5,1,In Stock,$650,https://pangoly.com/en/product/asus-tuf-gaming-geforce-rtx-4060-ti-oc-edition,3cc61714-1d31-4ed3-6437-08db7b8f1023,44
PNY GeForce RTX 4060 Ti 8GB VERTO Dual Fan34th / 101,Pny,NVIDIA,RTX 4060,,,,,,,,,,,,,,,,,,,,$96,5/5,0,Out of Stock,$360,https://pangoly.com/en/product/pny-geforce-rtx-4060-ti-8gb-verto-dual-fan,2f2afcc9-8796-4d1a-6708-08db5eb0371f,44
PNY GeForce RTX 4060 Ti 8GB XLR8 Gaming VERTO E...34th / 101,Pny,NVIDIA,RTX 4060,,,,,,,,,,,,,,,,,,,,$96,5/5,0,Out of Stock,$400,https://pangoly.com/en/product/pny-geforce-rtx-4060-ti-8gb-xlr8-gaming-verto-epic-x-rgb-triple-fan,788854dd-b2cf-40d7-eb19-08dbf343826c,44
MSI GeForce RTX 4060 Ti VENTUS 2X BLACK 8G OC34th / 101,Msi,NVIDIA,RTX 4060,GeForce RTX 4060 Ti 8GB,RTX 4060 Ti VENTUS 2X BLACK 8G OCGeForce RTX 4060 Ti VENTUS 2X BLACK 8G OC,8 GB,GDDR6,2310 MHz,2565 MHz,160 W,PCIe x16,199 mm,2 Fans,1 PCIe 8-pin,No,No,3,1,Yes,No,2,"May 2023* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$442,https://pangoly.com/en/product/msi-geforce-rtx-4060-ti-ventus-2x-black-8g-oc,cd09433e-f36b-1410-8bb8-003fe7c988bc,44
Gigabyte GeForce RTX 4060 Ti EAGLE 8G34th / 101,Gigabyte,NVIDIA,RTX 4060,,,,,,,,,,,,,,,,,,,,$96,5/5,0,Out of Stock,$280,https://pangoly.com/en/product/gigabyte-geforce-rtx-4060-ti-eagle-8g,9d09433e-f36b-1410-8bb8-003fe7c988bc,44
Gigabyte GeForce RTX 4060 Ti GAMING OC 8G34th / 101,Gigabyte,NVIDIA,RTX 4060,GeForce RTX 4060 Ti 8GB,GV-N406TGAMING OC-8GD,8 GB,GDDR6,2310 MHz,2580 MHz,165 W,PCIe x16,281 mm,3 Fans,1 PCIe 8-pin,No,No,2,2,Yes,No,2,"May 2023* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,Out of Stock,$344,https://pangoly.com/en/product/gigabyte-geforce-rtx-4060-ti-gaming-oc-8g,9109433e-f36b-1410-8bb8-003fe7c988bc,44
