Name,Brand,Model,Type,Size,Kit Configuration,Speed,CAS Latency,Timing,First Word Latency,Voltage,Heat Spreader,ECC Support,Color,Release Date,Price,Rating,Reviews,Availability,List_Price,URL,Product_ID,Page
Kingston Fury Renegade 48GB DDR5 6400,Kingston,KF564C32RS-48,DDR5,48GB,,DDR5-6400 MHz,32,,10 ns,1.4 V,Yes,No,,"September 2023* First availability for purchase, it may not correspond to the actual market launch date.",$500,5/5,0,In Stock,$438,https://pangoly.com/en/product/kingston-fury-renegade-48gb-ddr5-6400,fa94f3df-4353-412e-b349-08dc5ee35005,20
Kingston Fury Renegade 96GB (2x48GB) DDR5 6000,Kingston,KF560C32RSK2-96,DDR5,96GB,2x48gb,DDR5-6000 MHz,32,32-38-38-76,10.66 ns,1.35 V,Yes,No,Silver/Black,"September 2023* First availability for purchase, it may not correspond to the actual market launch date.",$340,5/5,1,In Stock,$441,https://pangoly.com/en/product/kingston-fury-renegade-96gb-2x48gb-ddr5-6000,51dcb2a0-d44b-4984-b350-08dc5ee35005,20
Kingston Fury Renegade RGB 96GB (2x48GB) DDR5 6400,Kingston,,DDR5,96GB,2x48gb,,32,,,,,,,,$340,5/5,1,In Stock,$443,https://pangoly.com/en/product/kingston-fury-renegade-rgb-96gb-2x48gb-ddr5-6400,8e6c02df-e747-4dd6-b333-08dc5ee35005,20
Kingston Fury Renegade RGB XMP 48GB DDR5 6400,Kingston,,DDR5,48GB,,,32,,,,,,,,$438,5/5,0,In Stock,$500,https://pangoly.com/en/product/kingston-fury-renegade-rgb-xmp-48gb-ddr5-6400,7c639311-a19f-4372-b32d-08dc5ee35005,20
Kingston Fury Renegade RGB 96GB (2x48GB) DDR5 6000,Kingston,,DDR5,96GB,2x48gb,,32,,,,,,,,$340,5/5,1,In Stock,$560,https://pangoly.com/en/product/kingston-fury-renegade-rgb-96gb-2x48gb-ddr5-6000,78df7fc1-b2bf-4fb9-b332-08dc5ee35005,20
Kingston Fury Renegade RGB XMP 48GB (2x24GB) DD...,Kingston,,DDR5,48GB,2x24gb,,38,,,,,,,,$185,5/5,1,In Stock,$580,https://pangoly.com/en/product/kingston-fury-renegade-rgb-xmp-48gb-2x24gb-ddr5-7200,80eb14fa-b055-4c0d-b32f-08dc5ee35005,20
Kingston Fury Renegade RGB XMP 48GB (2x24GB) DD...,Kingston,,DDR5,48GB,2x24gb,,32,,,,,,,,$185,5/5,1,Out of Stock,$190,https://pangoly.com/en/product/kingston-fury-renegade-rgb-xmp-48gb-2x24gb-ddr5-6400,72ce581a-10e0-438a-b32e-08dc5ee35005,21
Kingston Fury Renegade 48GB (2x24GB) DDR5 6400,Kingston,KF564C32RSK2-48,DDR5,48GB,2x24gb,DDR5-6400 MHz,32,32-39-39,10 ns,1.4 V,Yes,No,Silver/Black,"September 2023* First availability for purchase, it may not correspond to the actual market launch date.",$185,5/5,1,Out of Stock,$195,https://pangoly.com/en/product/kingston-fury-renegade-48gb-2x24gb-ddr5-6400,6e635f72-f716-4282-b34a-08dc5ee35005,21
Kingston Fury Renegade 48GB DDR5 6000,Kingston,KF560C32RS-48,DDR5,48GB,,DDR5-6000 MHz,32,,10.66 ns,1.35 V,Yes,No,,"September 2023* First availability for purchase, it may not correspond to the actual market launch date.",$438,5/5,0,Out of Stock,$216,https://pangoly.com/en/product/kingston-fury-renegade-48gb-ddr5-6000,b8896626-4574-4d9c-b348-08dc5ee35005,21
Kingston Fury Renegade 48GB (2x24GB) DDR5 7200,Kingston,KF572C38RSK2-48,DDR5,48GB,2x24gb,DDR5-7200 MHz,38,38-44-44-84,10.55 ns,1.45 V,Yes,No,Silver/Black,"September 2023* First availability for purchase, it may not correspond to the actual market launch date.",$185,5/5,1,Out of Stock,$236,https://pangoly.com/en/product/kingston-fury-renegade-48gb-2x24gb-ddr5-7200,4d74715b-3392-454b-b34b-08dc5ee35005,21
Kingston Fury Renegade 24GB DDR5 7200,Kingston,KF572C38RS-24,DDR5,24GB,,DDR5-7200 MHz,38,,10.55 ns,1.45 V,Yes,No,,"September 2023* First availability for purchase, it may not correspond to the actual market launch date.",$129,5/5,0,Availability not specified,Price not found,https://pangoly.com/en/product/kingston-fury-renegade-24gb-ddr5-7200,ceb8df54-43ce-49a9-b33d-08dc5ee35005,21
Kingston Fury Renegade 24GB DDR5 6400,Kingston,KF564C32RS-24,DDR5,24GB,,DDR5-6400 MHz,32,,10 ns,1.4 V,Yes,No,,"September 2023* First availability for purchase, it may not correspond to the actual market launch date.",$129,5/5,0,Availability not specified,Price not found,https://pangoly.com/en/product/kingston-fury-renegade-24gb-ddr5-6400,b618c9e8-b4c3-49f7-b33c-08dc5ee35005,21
CORSAIR VENGEANCE DDR5 32GB (2x16GB) RAM 5600MHz,Corsair,CMK32GX5M2B5600C40,DDR5,32GB,2x16gb,DDR5600 MHz,40,40-40-40-77,14.28 ns,1.25 V,Yes,No,Black,"September 2023* First availability for purchase, it may not correspond to the actual market launch date.",$114,5/5,0,In Stock,$131,https://pangoly.com/en/product/corsair-vengeance-ddr5-32gb-2x16gb-ram-5600mhz,625a9fba-cdd7-4622-a50b-08dc28919938,21
CORSAIR VENGEANCE 32GB (2x16GB) DDR5 5600MHz White,Corsair,CMK32GX5M2B5600C40W,DDR5,32GB,2x16gb,DDR5600 MHz,40,40-40-40-77,14.28 ns,1.25 V,Yes,No,White,"September 2023* First availability for purchase, it may not correspond to the actual market launch date.",$114,5/5,0,In Stock,$145,https://pangoly.com/en/product/corsair-vengeance-32gb-2x16gb-ddr5-5600mhz-white,d468c25d-bda2-455e-a52e-08dc28919938,21
CORSAIR VENGEANCE 32GB (2x16GB) DDR5 6000MHz CL...,Corsair,,DDR5,32GB,2x16gb,DDR6000 MHz,36,,,,,,,,$119,5/5,0,In Stock,$173,https://pangoly.com/en/product/corsair-vengeance-32gb-2x16gb-ddr5-6000mhz-cl36-white,0a6e5af0-e3c2-40ca-a51b-08dc28919938,21
Lexar THOR OC 32GB (2x16GB) DDR5 6000,,LD5U16G60C32LG-RUD,DDR5,32GB,2x16gb,DDR5-6000 MHz,32,32-38-38-76,10.66 ns,1.35 V,Yes,No,,"September 2023* First availability for purchase, it may not correspond to the actual market launch date.",$138,5/5,0,Availability not specified,Price not found,https://pangoly.com/en/product/lexar-thor-oc-32gb-2x16gb-ddr5-6000,13590c48-739a-4ef5-a509-08dc28919938,21
PNY XLR8 MAKO 32GB (2x16GB) DDR5 6000MHz,,,DDR5,32GB,2x16gb,DDR6000 MHz,40,,,,,,,,$115,5/5,0,Out of Stock,$106,https://pangoly.com/en/product/pny-xlr8-mako-32gb-2x16gb-ddr5-6000mhz,6e405bc2-b9b7-4c55-7d04-08dc7a8f254c,21
Kingston FURY Beast 32GB (2x16GB) DDR4 3600,Kingston,KF436C18BB2AK2/32,DDR4,32GB,2x16gb,DDR4-3600 MHz,18,18-22-22,10 ns,1.35 V,Yes,No,RGB,"September 2023* First availability for purchase, it may not correspond to the actual market launch date.",$69,5/5,0,In Stock,$246,https://pangoly.com/en/product/kingston-fury-beast-32gb-2x16gb-ddr4-3600,d9ddd218-c758-4d6a-c503-08dd6ba34a3d,21
Lexar ARES RGB 32GB (2x16GB) DDR5 6000 CL30,,,DDR5,32GB,2x16gb,,30,,,,,,,,$138,5/5,0,In Stock,$201,https://pangoly.com/en/product/lexar-ares-rgb-32gb-2x16gb-ddr5-6000-cl30,06ad2e3f-a3b3-46a8-d575-08dcd267c54e,22
Lexar ARES RGB 32GB (2 x 16GB) DDR5 6400MHz White,,LD5EU016G-R6400GDWA,DDR5,32GB,,DDR6400 MHz,32,32-38-38-76,10 ns,1.4 V,Yes,No,RGB,"August 2023* First availability for purchase, it may not correspond to the actual market launch date.",$138,5/5,0,Availability not specified,Price not found,https://pangoly.com/en/product/lexar-ares-rgb-32gb-2-x-16gb-ddr5-6400mhz-white,253bab76-6947-4739-a512-08dc28919938,22
SuperMicro 64GB ECC Registered DDR5 4800 MEM-DR...,,MEM-DR564L-SL01-ER48,DDR5,64GB,,DDR5-4800 MHz,40,,16.67 ns,1.1 V,No,Yes,,"August 2023* First availability for purchase, it may not correspond to the actual market launch date.",$371,5/5,0,In Stock,$514,https://pangoly.com/en/product/supermicro-64gb-ecc-registered-ddr5-4800-mem-dr564l-sl01-er48,10d30950-19da-49bf-ec06-08dbf1a4aa62,22
Crucial Pro 48GB (2x24GB) DDR5 5600,Crucial,,DDR5,48GB,2x24gb,,,,,,,,,,$170,5/5,15,In Stock,$154,https://pangoly.com/en/product/crucial-pro-48gb-2x24gb-ddr5-5600,cf0a54eb-a44b-4038-f84b-08dbaf902ff6,22
Crucial Pro 64GB (2x32GB) DDR5 5600,Crucial,,DDR5,64GB,2x32gb,,,,,,,,,,$187,5/5,19,In Stock,$270,https://pangoly.com/en/product/crucial-pro-64gb-2x32gb-ddr5-5600,7fd5f033-09d6-45dc-f879-08dbaf902ff6,22
Crucial Pro 96GB (2x48GB) DDR5 5600,Crucial,,DDR5,96GB,2x48gb,,,,,,,,,,$300,5/5,15,In Stock,$285,https://pangoly.com/en/product/crucial-pro-96gb-2x48gb-ddr5-5600,ceae53e2-f537-4dd9-f83e-08dbaf902ff6,22
CORSAIR VENGEANCE RGB 96GB (4x24GB) DDR5 5600MHz,Corsair,,DDR5,96GB,4x24gb,DDR5600 MHz,40,,,,,,,,$458,5/5,0,In Stock,$426,https://pangoly.com/en/product/corsair-vengeance-rgb-96gb-4x24gb-ddr5-5600mhz,932fcb4a-33be-4337-a52a-08dc28919938,22
CORSAIR VENGEANCE 96GB (4x24GB) DDR5 6000MHz,Corsair,,DDR5,96GB,4x24gb,DDR6000 MHz,30,,,,,,,,$500,5/5,0,In Stock,$458,https://pangoly.com/en/product/corsair-vengeance-96gb-4x24gb-ddr5-6000mhz,7637b78c-48ec-4ab9-a52b-08dc28919938,22
CORSAIR VENGEANCE 96GB (2x48GB) DDR5 6800MHz,Corsair,,DDR5,96GB,2x48gb,DDR6800 MHz,40,,,,,,,,$340,5/5,0,In Stock,$504,https://pangoly.com/en/product/corsair-vengeance-96gb-2x48gb-ddr5-6800mhz,c01be79a-ba44-44e9-a524-08dc28919938,22
CORSAIR VENGEANCE RGB 96GB (4x24GB) DDR5 6000MHz,Corsair,,DDR5,96GB,4x24gb,DDR6000 MHz,30,,,,,,,,$458,5/5,0,In Stock,$539,https://pangoly.com/en/product/corsair-vengeance-rgb-96gb-4x24gb-ddr5-6000mhz,db61e1ed-6292-4d00-a523-08dc28919938,22
CORSAIR VENGEANCE 128GB (4x32GB) DDR5 5600MHz,Corsair,,DDR5,128GB,4x32gb,DDR5600 MHz,40,,,,,,,,$595,5/5,1,In Stock,$792,https://pangoly.com/en/product/corsair-vengeance-128gb-4x32gb-ddr5-5600mhz,96895526-2e9c-46fe-7f13-08dc15008d1a,22
Corsair VENGEANCE RGB 128GB (4x32GB) DDR5 5600MHz,Corsair,,DDR5,128GB,4x32gb,DDR5600 MHz,40,,,,,,,,$595,5/5,0,In Stock,$856,https://pangoly.com/en/product/corsair-vengeance-rgb-128gb-4x32gb-ddr5-5600mhz,3daebef0-7b26-47d9-a4f9-08dc28919938,22
CORSAIR VENGEANCE 64GB (2x32GB) DDR5 6800MHz,Corsair,,DDR5,64GB,2x32gb,DDR6800 MHz,32,,,,,,,,$370,5/5,0,Out of Stock,$240,https://pangoly.com/en/product/corsair-vengeance-64gb-2x32gb-ddr5-6800mhz,e4abbe82-a2f2-4f56-eb7b-08dc6e0056b1,23
Lexar ARES RGB 32GB (2x16GB) DDR5 6400,,,DDR5,32GB,2x16gb,,32,,,,,,,,$138,5/5,0,Availability not specified,Price not found,https://pangoly.com/en/product/lexar-ares-rgb-32gb-2x16gb-ddr5-6400,c1471107-b0ef-42da-a504-08dc28919938,23
CORSAIR Vengeance RGB 32GB (2x16GB) DDR5 6000MH...,Corsair,CMH32GX5M2B6000C30W,DDR5,32GB,2x16gb,DDR6000 MHz,30,30-36-36-76,10 ns,1.4 V,Yes,No,RGB,"July 2023* First availability for purchase, it may not correspond to the actual market launch date.",$138,5/5,0,In Stock,$174,https://pangoly.com/en/product/corsair-vengeance-rgb-32gb-2x16gb-ddr5-6000mhz-cl30-white,be4b7907-aa41-4526-f85c-08dbaf902ff6,23
CORSAIR Vengeance RGB 32GB (2x16GB) DDR5 6000MH...,Corsair,CMH32GX5M2E6000C36W,DDR5,32GB,2x16gb,DDR6000 MHz,36,36-44-44-96,12 ns,1.4 V,Yes,No,RGB,"July 2023* First availability for purchase, it may not correspond to the actual market launch date.",$119,5/5,0,In Stock,$184,https://pangoly.com/en/product/corsair-vengeance-rgb-32gb-2x16gb-ddr5-6000mhz-cl36-white,09a55768-43da-4bab-f873-08dbaf902ff6,23
CORSAIR Vengeance 32GB (2x16GB) DDR5 6200MHz CL32,Corsair,CMK32GX5M2X6200C32,DDR5,32GB,2x16gb,DDR6200 MHz,32,30-36-36-76,9.67 ns,1.4 V,Yes,No,Black,"July 2023* First availability for purchase, it may not correspond to the actual market launch date.",$173,5/5,0,In Stock,$214,https://pangoly.com/en/product/corsair-vengeance-32gb-2x16gb-ddr5-6200mhz-cl32,d2ed36dd-6229-4b07-f85b-08dbaf902ff6,23
CORSAIR Vengeance RGB 32GB (2x16GB) DDR5 6000MH...,Corsair,CMH32GX5M2B6000C36W,DDR5,32GB,2x16gb,DDR6000 MHz,36,36-38-38-76,12 ns,1.25 V,Yes,No,RGB,"July 2023* First availability for purchase, it may not correspond to the actual market launch date.",$119,5/5,0,In Stock,$214,https://pangoly.com/en/product/corsair-vengeance-rgb-32gb-2x16gb-ddr5-6000mhz-cl36-white-cmh32gx5m2b6000c36w,3d7c322f-5b47-46e9-f878-08dbaf902ff6,23
CORSAIR Vengeance RGB 32GB (2x16GB) DDR5 6000MH...,Corsair,CMH32GX5M2B6000C36,DDR5,32GB,2x16gb,DDR6000 MHz,36,36-38-38-76,12 ns,1.25 V,Yes,No,RGB,"July 2023* First availability for purchase, it may not correspond to the actual market launch date.",$119,5/5,0,In Stock,$214,https://pangoly.com/en/product/corsair-vengeance-rgb-32gb-2x16gb-ddr5-6000mhz-cl36-cmh32gx5m2b6000c36,c8d6faf4-a6a1-497a-f87b-08dbaf902ff6,23
CORSAIR Vengeance RGB 48GB (2x24GB) DDR5 6000MHz,Corsair,CMH48GX5M2B6000C30,DDR5,48GB,2x24gb,DDR6000 MHz,30,30-36-36-76,10 ns,1.4 V,Yes,No,RGB,"July 2023* First availability for purchase, it may not correspond to the actual market launch date.",$185,5/5,0,In Stock,$270,https://pangoly.com/en/product/corsair-vengeance-rgb-48gb-2x24gb-ddr5-6000mhz,886714b0-33b8-404a-f849-08dbaf902ff6,23
CORSAIR Vengeance RGB 64GB (2x32GB) DDR5 6000MH...,Corsair,CMH64GX5M2B6000C30W,DDR5,64GB,2x32gb,DDR6000 MHz,30,30-36-36-76,10 ns,1.4 V,Yes,No,RGB,"July 2023* First availability for purchase, it may not correspond to the actual market launch date.",$240,5/5,0,In Stock,$319,https://pangoly.com/en/product/corsair-vengeance-rgb-64gb-2x32gb-ddr5-6000mhz-cl30-white,737b89c4-0c72-4c4f-f85d-08dbaf902ff6,23
CORSAIR Vengeance 64GB (4x16GB) DDR5 6000MHz AM...,Corsair,CMK64GX5M4B6000Z36,DDR5,64GB,4x16gb,DDR6000 MHz,36,36-36-36-76,12 ns,1.4 V,Yes,No,Black,"July 2023* First availability for purchase, it may not correspond to the actual market launch date.",$410,5/5,0,In Stock,$367,https://pangoly.com/en/product/corsair-vengeance-64gb-4x16gb-ddr5-6000mhz-amd-expo,8487391c-afe2-4d43-f85f-08dbaf902ff6,23
CORSAIR Vengeance RGB 96GB (2x48GB) DDR5 6600MHz,Corsair,CMH96GX5M2B6600C32,DDR5,96GB,2x48gb,DDR6600 MHz,32,32-39-39-76,9.69 ns,1.4 V,Yes,No,RGB,"July 2023* First availability for purchase, it may not correspond to the actual market launch date.",$439,5/5,0,In Stock,$426,https://pangoly.com/en/product/corsair-vengeance-rgb-96gb-2x48gb-ddr5-6600mhz,9fed6576-594e-4761-f83a-08dbaf902ff6,23
CORSAIR Vengeance RGB 96GB (2x48GB) DDR5 6000MHz,Corsair,CMH96GX5M2B6000C30,DDR5,96GB,2x48gb,DDR6000 MHz,30,30-36-36-76,10 ns,1.4 V,Yes,No,RGB,"July 2023* First availability for purchase, it may not correspond to the actual market launch date.",$340,5/5,0,In Stock,$430,https://pangoly.com/en/product/corsair-vengeance-rgb-96gb-2x48gb-ddr5-6000mhz,78692421-aaaf-447f-f83d-08dbaf902ff6,23
CORSAIR Vengeance RGB DDR5 RAM 96GB (2x48GB) 68...,Corsair,CMH96GX5M2B6800C40,DDR5,96GB,2x48gb,DDR6800 MHz,40,40-50-50-110,11.76 ns,1.4 V,Yes,No,RGB,"July 2023* First availability for purchase, it may not correspond to the actual market launch date.",$340,5/5,0,In Stock,$445,https://pangoly.com/en/product/corsair-vengeance-rgb-ddr5-ram-96gb-2x48gb-6800mhz,e1de095e-1477-46e9-f835-08dbaf902ff6,24
CORSAIR Vengeance RGB 96GB (2x48GB) DDR5 6400MHz,Corsair,CMH96GX5M2B6400C32,DDR5,96GB,2x48gb,DDR6400 MHz,32,32-40-40-84,10 ns,1.4 V,Yes,No,RGB,"July 2023* First availability for purchase, it may not correspond to the actual market launch date.",$340,5/5,0,In Stock,$495,https://pangoly.com/en/product/corsair-vengeance-rgb-96gb-2x48gb-ddr5-6400mhz,722056f4-916e-4f1d-f843-08dbaf902ff6,24
CORSAIR Vengeance 96GB (2x48GB) DDR5 6600MHz,Corsair,CMK96GX5M2B6600C32,DDR5,96GB,2x48gb,DDR6600 MHz,32,32-39-39-76,9.69 ns,1.4 V,Yes,No,Black,"July 2023* First availability for purchase, it may not correspond to the actual market launch date.",$426,5/5,0,In Stock,$497,https://pangoly.com/en/product/corsair-vengeance-96gb-2x48gb-ddr5-6600mhz,200c2d35-fdd7-489b-f838-08dbaf902ff6,24
CORSAIR Vengeance 96GB (2x48GB) DDR5 6000MHz,Corsair,CMK96GX5M2B6000C30,DDR5,96GB,2x48gb,DDR6000 MHz,30,30-36-36-76,10 ns,1.4 V,Yes,No,,"July 2023* First availability for purchase, it may not correspond to the actual market launch date.",$340,5/5,0,In Stock,$505,https://pangoly.com/en/product/corsair-vengeance-96gb-2x48gb-ddr5-6000mhz,5c62bc5e-c40a-4375-f83b-08dbaf902ff6,24
CORSAIR Vengeance 32GB (2x16GB) DDR5 6600MHz CL38,Corsair,CMK32GX5M2B6600C38,DDR5,32GB,2x16gb,DDR6600 MHz,38,38-48-48-106,11.51 ns,1.4 V,Yes,No,Black,"July 2023* First availability for purchase, it may not correspond to the actual market launch date.",$124,5/5,0,In Stock,$178,https://pangoly.com/en/product/corsair-vengeance-32gb-2x16gb-ddr5-6600mhz-cl38,5d9e538a-5c8b-4da5-f875-08dbaf902ff6,24
CORSAIR Vengeance RGB 32GB (2x16GB) DDR5 7000MH...,Corsair,CMH32GX5M2B7000C40,DDR5,32GB,2x16gb,DDR7000 MHz,40,40-52-52-114,11.42 ns,1.4 V,Yes,No,RGB,"July 2023* First availability for purchase, it may not correspond to the actual market launch date.",$124,5/5,0,In Stock,$196,https://pangoly.com/en/product/corsair-vengeance-rgb-32gb-2x16gb-ddr5-7000mhz-cl40,26f5f21e-82a2-4bf1-f870-08dbaf902ff6,24
CORSAIR Vengeance 32GB (2x16GB) DDR5 6000MHz AM...,Corsair,CMK32GX5M2B6000Z30,DDR5,32GB,2x16gb,DDR6000 MHz,30,30-36-36-76,10 ns,1.4 V,Yes,No,Gray,"July 2023* First availability for purchase, it may not correspond to the actual market launch date.",$138,5/5,0,In Stock,$205,https://pangoly.com/en/product/corsair-vengeance-32gb-2x16gb-ddr5-6000mhz-amd-expo,76fc03f8-126a-44fc-f862-08dbaf902ff6,24
CORSAIR Vengeance 32GB (2x16GB) DDR5 7000MHz CL40,Corsair,CMK32GX5M2B7000C40,DDR5,32GB,2x16gb,DDR7000 MHz,40,40-52-52-114,11.42 ns,1.4 V,Yes,No,Black,"July 2023* First availability for purchase, it may not correspond to the actual market launch date.",$124,5/5,0,In Stock,$214,https://pangoly.com/en/product/corsair-vengeance-32gb-2x16gb-ddr5-7000mhz-cl40,60e91683-e379-40fe-f86f-08dbaf902ff6,24
CORSAIR Vengeance RGB 32GB (2x16GB) DDR5 6400MH...,Corsair,CMH32GX5M2B6400C32W,DDR5,32GB,2x16gb,DDR6400 MHz,32,32-40-40-84,10 ns,1.4 V,Yes,No,RGB,"July 2023* First availability for purchase, it may not correspond to the actual market launch date.",$138,5/5,0,In Stock,$224,https://pangoly.com/en/product/corsair-vengeance-rgb-32gb-2x16gb-ddr5-6400mhz-cl32-white,7b6e680c-01db-4c9e-f867-08dbaf902ff6,24
CORSAIR Vengeance RGB 48GB (2x24GB) DDR5 7200MHz,Corsair,CMH48GX5M2B7200C36,DDR5,48GB,2x24gb,DDR7200 MHz,36,36-46-46-116,10 ns,1.4 V,Yes,No,RGB,"July 2023* First availability for purchase, it may not correspond to the actual market launch date.",$185,5/5,1,In Stock,$238,https://pangoly.com/en/product/corsair-vengeance-rgb-48gb-2x24gb-ddr5-7200mhz,f8999c80-faac-4a4d-f84d-08dbaf902ff6,24
CORSAIR Vengeance RGB 48GB (2x24GB) DDR5 7000MH...,Corsair,CMH48GX5M2B7000C36,DDR5,48GB,2x24gb,DDR7000 MHz,36,36-44-44-114,10.28 ns,1.4 V,Yes,No,RGB,"July 2023* First availability for purchase, it may not correspond to the actual market launch date.",$185,5/5,0,In Stock,$242,https://pangoly.com/en/product/corsair-vengeance-rgb-48gb-2x24gb-ddr5-7000mhz-cl36,8b1c76a4-50cc-4be0-f84a-08dbaf902ff6,24
CORSAIR Vengeance 64GB (4x16GB) DDR5 6000MHz,Corsair,CMK64GX5M4B6000C36,DDR5,64GB,4x16gb,DDR6000 MHz,36,36-36-36-76,12 ns,1.35 V,Yes,No,Black,"July 2023* First availability for purchase, it may not correspond to the actual market launch date.",$367,5/5,0,In Stock,$410,https://pangoly.com/en/product/corsair-vengeance-64gb-4x16gb-ddr5-6000mhz,ab92f7c9-d749-4fb9-f859-08dbaf902ff6,24
CORSAIR Vengeance 96GB (4x24GB) DDR5 5600MHz,Corsair,CMK96GX5M4B5600C40,DDR5,96GB,4x24gb,DDR5600 MHz,40,40-40-40-77,14.28 ns,1.25 V,Yes,No,Black,"July 2023* First availability for purchase, it may not correspond to the actual market launch date.",$426,5/5,0,In Stock,$417,https://pangoly.com/en/product/corsair-vengeance-96gb-4x24gb-ddr5-5600mhz,7f97af4e-0cda-41b0-f851-08dbaf902ff6,25
CORSAIR Vengeance RGB 64GB (4x16GB) DDR5 6000MHz,Corsair,CMH64GX5M4B6000C36,DDR5,64GB,4x16gb,DDR6000 MHz,36,36-36-36-76,10.28 ns,1.35 V,Yes,No,RGB,"July 2023* First availability for purchase, it may not correspond to the actual market launch date.",$460,5/5,0,In Stock,$428,https://pangoly.com/en/product/corsair-vengeance-rgb-64gb-4x16gb-ddr5-6000mhz,2e8e04f8-60eb-4c19-f858-08dbaf902ff6,25
CORSAIR Vengeance RGB 64GB (2x32GB) DDR5 6200MHz,Corsair,CMH64GX5M2B6200C32,DDR5,64GB,2x32gb,DDR6200 MHz,32,32-38-38-80,10.32 ns,1.4 V,Yes,No,RGB,"July 2023* First availability for purchase, it may not correspond to the actual market launch date.",$240,5/5,0,In Stock,$428,https://pangoly.com/en/product/corsair-vengeance-rgb-64gb-2x32gb-ddr5-6200mhz,f0d4c29a-f5e5-4854-f86e-08dbaf902ff6,25
Crucial 8GB DDR5 5600,Crucial,,DDR5,8GB,,,,,,,,,,,$38,5/5,0,In Stock,$30,https://pangoly.com/en/product/crucial-8gb-ddr5-5600,34b94f4e-e875-46d7-f874-08dbaf902ff6,25
Crucial 16GB (2x8GB) DDR5 5600,Crucial,,DDR5,16GB,2x8gb,,,,,,,,,,$59,5/5,0,In Stock,$64,https://pangoly.com/en/product/crucial-16gb-2x8gb-ddr5-5600,05423042-b1d6-4777-f861-08dbaf902ff6,25
Crucial 32GB DDR5 5600MHz,Crucial,,DDR5,32GB,,DDR5600 MHz,,,,,,,,,$111,5/5,65,In Stock,$105,https://pangoly.com/en/product/crucial-32gb-ddr5-5600mhz,98ba7039-431a-4b19-c4d8-08dd6ba34a3d,25
Crucial 64GB (2x32GB) DDR5 5600,Crucial,,DDR5,64GB,2x32gb,,,,,,,,,,$187,5/5,0,In Stock,$222,https://pangoly.com/en/product/crucial-64gb-2x32gb-ddr5-5600,8f5a464a-34d9-4f35-f86d-08dbaf902ff6,25
Crucial 8GB DDR5 5200,Crucial,,DDR5,8GB,,,,,,,,,,,$38,5/5,0,Out of Stock,$22,https://pangoly.com/en/product/crucial-8gb-ddr5-5200,2e2b2558-b270-46e9-f87a-08dbaf902ff6,25
Crucial 16GB (2x8GB) DDR5 5200,Crucial,,DDR5,16GB,2x8gb,,,,,,,,,,$59,5/5,0,Out of Stock,$56,https://pangoly.com/en/product/crucial-16gb-2x8gb-ddr5-5200,faaa0048-d3d0-4321-f871-08dbaf902ff6,25
SuperMicro 32GB ECC Registered DDR5 4800 MEM-DR...,,MEM-DR532L-HL02-ER48,DDR5,32GB,,DDR5-4800 MHz,40,,16.67 ns,1.1 V,No,Yes,,"July 2023* First availability for purchase, it may not correspond to the actual market launch date.",$198,5/5,0,In Stock,$191,https://pangoly.com/en/product/supermicro-32gb-ecc-registered-ddr5-4800-mem-dr532l-hl02-er48,1a84d35d-b2d2-4db0-ec0a-08dbf1a4aa62,25
Kingston Server Premier 32GB DDR5 5600 ECC,Kingston,KSM56E46BD8KM-32HA,DDR5,32GB,,DDR5-5600 MHz,46,,16.42 ns,1.1 V,No,Yes,,"June 2023* First availability for purchase, it may not correspond to the actual market launch date.",$96,5/5,0,In Stock,$284,https://pangoly.com/en/product/kingston-server-premier-32gb-ddr5-5600-ecc,ced1073c-2d43-4a2d-a542-08dc28919938,25
G.SKILL Ripjaws S5 Series 48GB (2x24GB) DDR5 6400,G.Skill,F5-6400J3239F24GX2-RS5K,DDR5,48GB,2x24gb,DDR5-6400 MHz,32,32-39-39-102,10 ns,1.35 V,Yes,No,Black,"June 2023* First availability for purchase, it may not correspond to the actual market launch date.",$185,5/5,65,In Stock,$240,https://pangoly.com/en/product/g-skill-ripjaws-s5-series-48gb-2x24gb-ddr5-6400,f535cfef-8143-48c0-f83f-08dbaf902ff6,25
G.SKILL Ripjaws S5 Series 64GB (2x32GB) DDR5 6800,G.Skill,F5-6800J3445G32GX2-RS5K,DDR5,64GB,2x32gb,DDR5-6800 MHz,34,34-45-45-108,10 ns,1.35 V,Yes,No,Black,"June 2023* First availability for purchase, it may not correspond to the actual market launch date.",$240,5/5,11,In Stock,$315,https://pangoly.com/en/product/g-skill-ripjaws-s5-series-64gb-2x32gb-ddr5-6800,2727de0f-28cd-4a33-f857-08dbaf902ff6,26
G.Skill RipJaws S5 Series 48GB (2 x 24GB) DDR5 ...,G.Skill,F5-6400J3648G24GX2-RS5K,DDR5,48GB,,DDR5-6400 MHz,36,36-48-48-102,11.25 ns,1.4 V,Yes,No,Black,"June 2023* First availability for purchase, it may not correspond to the actual market launch date.",$185,5/5,57,Out of Stock,$130,https://pangoly.com/en/product/g-skill-ripjaws-s5-series-48gb-2-x-24gb-ddr5-6400,cc35016c-2043-4d8b-eb33-08db8845a1aa,26
